customer_id,churn_date,churn_reason,last_activity_date,days_since_last_activity,segment,region,plan_type,signup_date,churn_month
CUST_02685,2024-06-22,Business Closure,2024-04-26,57,Mid-Market,North,Enterprise,2023-11-14,2024-06
CUST_02686,2024-06-02,Business Closure,2024-04-16,47,SMB,North,Basic,2021-05-20,2024-06
CUST_02690,2024-06-18,Competitor,2024-04-22,57,SMB,North,Basic,2021-11-22,2024-06
CUST_02691,2024-06-10,Price,2024-05-10,31,SMB,North,Basic,2024-02-17,2024-06
CUST_02692,2024-06-20,Product Gap,2024-04-22,59,SMB,East,Pro,2021-03-28,2024-06
CUST_02695,2024-06-12,Product Gap,2024-05-03,40,SMB,West,Pro,2024-02-01,2024-06
CUST_02696,2024-06-18,Support Issues,2024-05-11,38,Mid-Market,North,Basic,2023-10-04,2024-06
CUST_02705,2024-06-09,Competitor,2024-05-11,29,SMB,East,Basic,2022-09-27,2024-06
CUST_02708,2024-06-12,Support Issues,2024-04-29,44,SMB,West,Enterprise,2022-05-24,2024-06
CUST_02712,2024-06-19,Support Issues,2024-06-01,18,SMB,South,Basic,2021-02-15,2024-06
CUST_02726,2024-06-26,Competitor,2024-05-23,34,SMB,East,Basic,2023-04-14,2024-06
CUST_02727,2024-06-26,Product Gap,2024-05-23,34,Mid-Market,South,Pro,2022-08-22,2024-06
CUST_02732,2024-06-19,Support Issues,2024-05-25,25,SMB,North,Enterprise,2024-03-20,2024-06
CUST_02734,2024-06-13,Product Gap,2024-05-15,29,SMB,East,Enterprise,2023-12-01,2024-06
CUST_02737,2024-06-05,Price,2024-04-24,42,SMB,South,Pro,2023-03-16,2024-06
CUST_02740,2024-06-30,Price,2024-05-07,54,SMB,West,Enterprise,2023-10-12,2024-06
CUST_02742,2024-06-13,Support Issues,2024-05-08,36,Mid-Market,International,Pro,2022-01-27,2024-06
CUST_02743,2024-06-20,Competitor,2024-04-27,54,Enterprise,North,Basic,2021-05-27,2024-06
CUST_02744,2024-06-10,Competitor,2024-05-09,32,SMB,International,Basic,2023-04-06,2024-06
CUST_02753,2024-06-16,Price,2024-05-26,21,SMB,East,Pro,2023-04-21,2024-06
CUST_02756,2024-06-28,Product Gap,2024-05-10,49,SMB,North,Pro,2024-04-14,2024-06
CUST_02757,2024-06-19,Competitor,2024-05-13,37,SMB,East,Basic,2021-11-30,2024-06
CUST_02758,2024-06-20,Product Gap,2024-05-22,29,SMB,West,Pro,2021-06-07,2024-06
CUST_02761,2024-06-03,Price,2024-05-23,11,Mid-Market,West,Pro,2021-08-26,2024-06
CUST_02762,2024-06-19,Price,2024-05-28,22,Enterprise,International,Pro,2024-02-27,2024-06
CUST_02767,2024-06-12,Price,2024-05-10,33,SMB,North,Basic,2024-03-14,2024-06
CUST_02770,2024-06-16,Competitor,2024-04-28,49,Enterprise,South,Basic,2023-03-12,2024-06
CUST_02773,2024-06-15,Price,2024-06-02,13,SMB,East,Basic,2023-09-08,2024-06
CUST_02774,2024-06-23,Support Issues,2024-06-16,7,Mid-Market,East,Pro,2021-05-26,2024-06
CUST_02783,2024-06-29,Business Closure,2024-05-13,47,SMB,East,Basic,2023-01-27,2024-06
CUST_02788,2024-06-06,Product Gap,2024-04-20,47,SMB,East,Enterprise,2021-05-09,2024-06
CUST_02795,2024-06-12,Price,2024-04-14,59,SMB,North,Pro,2022-11-22,2024-06
CUST_02798,2024-06-18,Business Closure,2024-04-30,49,Mid-Market,West,Enterprise,2023-03-17,2024-06
CUST_02800,2024-06-09,Price,2024-05-07,33,SMB,East,Enterprise,2023-05-12,2024-06
CUST_02803,2024-06-18,Product Gap,2024-05-15,34,SMB,West,Basic,2022-07-23,2024-06
CUST_02804,2024-06-21,Support Issues,2024-06-04,17,SMB,North,Basic,2023-05-17,2024-06
CUST_02807,2024-06-09,Business Closure,2024-05-10,30,SMB,East,Basic,2022-04-30,2024-06
CUST_02808,2024-06-16,Price,2024-06-04,12,SMB,North,Basic,2023-02-24,2024-06
CUST_02811,2024-06-19,Competitor,2024-06-05,14,Mid-Market,North,Basic,2021-08-08,2024-06
CUST_02814,2024-06-11,Price,2024-04-13,59,SMB,East,Basic,2023-02-18,2024-06
CUST_02820,2024-06-15,Competitor,2024-04-26,50,SMB,West,Enterprise,2024-02-28,2024-06
CUST_02830,2024-06-02,Price,2024-04-26,37,SMB,International,Enterprise,2021-12-27,2024-06
CUST_02836,2024-06-12,Competitor,2024-04-26,47,SMB,North,Basic,2023-08-19,2024-06
CUST_02838,2024-06-04,Price,2024-05-14,21,SMB,West,Pro,2022-05-24,2024-06
CUST_02839,2024-06-26,Competitor,2024-06-12,14,SMB,International,Basic,2021-10-06,2024-06
CUST_02849,2024-06-16,Product Gap,2024-05-16,31,SMB,International,Pro,2023-08-07,2024-06
CUST_02850,2024-06-28,Product Gap,2024-06-16,12,SMB,North,Basic,2021-07-27,2024-06
CUST_02851,2024-06-11,Price,2024-05-30,12,Enterprise,South,Pro,2023-06-07,2024-06
CUST_02854,2024-06-09,Product Gap,2024-05-16,24,SMB,North,Basic,2024-02-25,2024-06
CUST_02860,2024-06-08,Business Closure,2024-05-27,12,SMB,East,Pro,2021-10-22,2024-06
CUST_02861,2024-06-20,Business Closure,2024-06-01,19,SMB,South,Basic,2023-03-19,2024-06
CUST_02875,2024-06-30,Competitor,2024-05-03,58,Mid-Market,East,Basic,2022-09-05,2024-06
CUST_02877,2024-06-12,Competitor,2024-05-07,36,SMB,South,Basic,2023-06-05,2024-06
CUST_02881,2024-06-26,Price,2024-06-17,9,SMB,International,Pro,2021-07-26,2024-06
CUST_02885,2024-06-20,Competitor,2024-05-19,32,SMB,West,Pro,2021-06-29,2024-06
CUST_02886,2024-06-15,Competitor,2024-05-19,27,SMB,North,Basic,2024-04-08,2024-06
CUST_02890,2024-06-23,Price,2024-05-12,42,SMB,West,Basic,2023-11-21,2024-06
CUST_02894,2024-06-26,Business Closure,2024-06-15,11,SMB,North,Pro,2023-08-03,2024-06
CUST_02895,2024-06-30,Product Gap,2024-05-05,56,Mid-Market,East,Basic,2021-08-30,2024-06
CUST_02899,2024-06-18,Competitor,2024-04-23,56,SMB,West,Enterprise,2023-01-16,2024-06
CUST_02904,2024-06-06,Price,2024-05-02,35,Mid-Market,International,Pro,2021-10-31,2024-06
CUST_02908,2024-06-27,Support Issues,2024-06-05,22,SMB,North,Basic,2023-11-01,2024-06
CUST_02911,2024-06-09,Competitor,2024-04-25,45,SMB,North,Enterprise,2022-11-13,2024-06
CUST_02916,2024-06-14,Product Gap,2024-06-07,7,Enterprise,South,Enterprise,2023-03-25,2024-06
CUST_02921,2024-06-17,Product Gap,2024-04-23,55,Mid-Market,North,Pro,2023-05-30,2024-06
CUST_02925,2024-06-19,Price,2024-04-22,58,Mid-Market,West,Enterprise,2021-05-21,2024-06
CUST_02926,2024-06-21,Price,2024-05-01,51,Mid-Market,International,Basic,2022-05-06,2024-06
CUST_02927,2024-06-02,Support Issues,2024-05-09,24,SMB,South,Enterprise,2022-01-02,2024-06
CUST_02934,2024-06-07,Competitor,2024-04-12,56,SMB,West,Pro,2023-04-05,2024-06
CUST_02937,2024-06-29,Support Issues,2024-05-02,58,SMB,South,Basic,2021-03-27,2024-06
CUST_02939,2024-06-06,Support Issues,2024-04-10,57,Mid-Market,International,Enterprise,2023-08-08,2024-06
CUST_02941,2024-06-04,Support Issues,2024-04-18,47,SMB,East,Pro,2022-11-29,2024-06
CUST_02953,2024-06-24,Price,2024-06-07,17,SMB,International,Basic,2023-05-11,2024-06
CUST_02959,2024-06-22,Competitor,2024-05-26,27,SMB,East,Enterprise,2023-04-16,2024-06
CUST_02966,2024-06-30,Business Closure,2024-05-16,45,SMB,North,Enterprise,2021-03-24,2024-06
CUST_02967,2024-06-07,Business Closure,2024-04-17,51,Mid-Market,North,Basic,2023-03-20,2024-06
CUST_02975,2024-06-17,Competitor,2024-04-26,52,SMB,North,Basic,2022-08-12,2024-06
CUST_02976,2024-06-06,Support Issues,2024-05-02,35,Mid-Market,North,Pro,2023-12-21,2024-06
CUST_02980,2024-06-03,Product Gap,2024-04-21,43,SMB,East,Pro,2021-10-24,2024-06
CUST_02991,2024-06-07,Competitor,2024-05-04,34,Mid-Market,North,Enterprise,2021-06-06,2024-06
CUST_02994,2024-06-12,Price,2024-05-03,40,Enterprise,North,Pro,2021-07-18,2024-06
CUST_02997,2024-06-06,Price,2024-04-21,46,Enterprise,East,Basic,2022-05-09,2024-06
CUST_02999,2024-06-09,Competitor,2024-05-28,12,SMB,West,Enterprise,2022-11-09,2024-06
CUST_03001,2024-06-03,Support Issues,2024-05-01,33,Mid-Market,East,Basic,2021-12-03,2024-06
CUST_03003,2024-07-01,Price,2024-05-16,46,SMB,North,Basic,2022-01-03,2024-07
CUST_03006,2024-06-28,Business Closure,2024-05-02,57,SMB,West,Enterprise,2023-06-04,2024-06
CUST_03018,2024-06-14,Product Gap,2024-06-06,8,SMB,North,Pro,2023-11-27,2024-06
CUST_03020,2024-06-03,Product Gap,2024-04-04,60,SMB,North,Enterprise,2024-02-06,2024-06
CUST_03021,2024-06-05,Price,2024-04-17,49,SMB,South,Basic,2024-01-30,2024-06
CUST_03022,2024-06-17,Price,2024-05-14,34,Mid-Market,International,Pro,2022-02-25,2024-06
CUST_03026,2024-06-23,Product Gap,2024-05-02,52,SMB,West,Enterprise,2021-03-04,2024-06
CUST_03027,2024-06-12,Support Issues,2024-06-05,7,Mid-Market,East,Pro,2021-06-16,2024-06
CUST_03032,2024-06-30,Product Gap,2024-05-25,36,SMB,East,Pro,2021-06-06,2024-06
CUST_03046,2024-06-26,Price,2024-05-24,33,SMB,North,Pro,2022-07-03,2024-06
CUST_03057,2024-06-09,Price,2024-04-18,52,SMB,West,Enterprise,2023-01-25,2024-06
CUST_03061,2024-06-11,Product Gap,2024-05-07,35,SMB,West,Basic,2022-12-29,2024-06
CUST_03069,2024-06-07,Product Gap,2024-05-19,19,SMB,East,Pro,2021-01-18,2024-06
CUST_03074,2024-06-22,Support Issues,2024-05-06,47,SMB,South,Pro,2022-12-10,2024-06
CUST_03076,2024-06-03,Business Closure,2024-05-20,14,SMB,North,Pro,2022-08-22,2024-06
CUST_03077,2024-06-10,Price,2024-06-03,7,Mid-Market,West,Pro,2024-04-16,2024-06
CUST_03079,2024-07-01,Competitor,2024-06-14,17,SMB,North,Pro,2023-07-14,2024-07
CUST_03087,2024-06-10,Competitor,2024-04-29,42,SMB,International,Basic,2022-03-12,2024-06
CUST_03088,2024-06-13,Price,2024-05-16,28,Mid-Market,International,Basic,2022-12-30,2024-06
CUST_03091,2024-06-13,Support Issues,2024-05-31,13,SMB,South,Enterprise,2021-03-24,2024-06
CUST_03103,2024-06-20,Competitor,2024-06-06,14,SMB,East,Basic,2022-08-26,2024-06
CUST_03105,2024-06-02,Support Issues,2024-04-23,40,SMB,West,Basic,2022-04-02,2024-06
CUST_03115,2024-06-16,Competitor,2024-05-15,32,SMB,North,Pro,2022-06-29,2024-06
CUST_03129,2024-06-26,Competitor,2024-06-12,14,SMB,North,Pro,2023-01-25,2024-06
CUST_03134,2024-06-13,Competitor,2024-05-09,35,SMB,East,Enterprise,2024-05-17,2024-06
CUST_03135,2024-06-11,Business Closure,2024-06-02,9,SMB,International,Basic,2023-12-29,2024-06
CUST_03137,2024-06-19,Price,2024-05-07,43,SMB,West,Basic,2021-12-17,2024-06
CUST_03139,2024-06-14,Price,2024-04-29,46,Mid-Market,International,Enterprise,2021-07-28,2024-06
CUST_03142,2024-06-18,Business Closure,2024-05-20,29,SMB,North,Basic,2023-07-06,2024-06
CUST_03149,2024-06-20,Support Issues,2024-05-12,39,SMB,East,Enterprise,2022-01-09,2024-06
CUST_03152,2024-06-23,Price,2024-05-04,50,SMB,North,Enterprise,2024-01-10,2024-06
CUST_03160,2024-06-20,Product Gap,2024-05-04,47,Enterprise,International,Basic,2023-01-20,2024-06
CUST_03162,2024-06-06,Support Issues,2024-05-24,13,Mid-Market,West,Basic,2021-12-23,2024-06
CUST_03164,2024-06-15,Competitor,2024-04-25,51,SMB,East,Pro,2022-07-04,2024-06
CUST_03171,2024-06-21,Competitor,2024-05-11,41,SMB,North,Enterprise,2023-06-23,2024-06
CUST_03192,2024-06-22,Price,2024-05-22,31,Mid-Market,International,Basic,2023-10-31,2024-06
CUST_03195,2024-06-17,Support Issues,2024-05-12,36,SMB,South,Enterprise,2022-06-20,2024-06
CUST_03207,2024-06-18,Product Gap,2024-05-25,24,Enterprise,North,Pro,2023-09-06,2024-06
CUST_03214,2024-06-14,Price,2024-06-01,13,Mid-Market,International,Basic,2022-08-13,2024-06
CUST_03230,2024-06-17,Price,2024-05-21,27,Mid-Market,South,Pro,2023-12-27,2024-06
CUST_03231,2024-06-15,Product Gap,2024-05-05,41,SMB,North,Pro,2023-07-23,2024-06
CUST_03233,2024-06-27,Price,2024-06-17,10,Mid-Market,East,Pro,2023-02-16,2024-06
CUST_03235,2024-06-11,Price,2024-04-24,48,SMB,East,Pro,2024-02-09,2024-06
CUST_03237,2024-06-22,Price,2024-05-30,23,SMB,East,Basic,2022-03-17,2024-06
CUST_03239,2024-06-05,Product Gap,2024-04-13,53,SMB,South,Enterprise,2021-12-20,2024-06
CUST_03241,2024-07-01,Product Gap,2024-05-20,42,SMB,West,Pro,2024-04-13,2024-07
CUST_03247,2024-06-04,Competitor,2024-04-12,53,SMB,East,Enterprise,2021-08-27,2024-06
CUST_03248,2024-06-07,Business Closure,2024-04-30,38,Mid-Market,International,Enterprise,2023-06-18,2024-06
CUST_03249,2024-06-03,Price,2024-04-14,50,SMB,North,Pro,2022-11-10,2024-06
CUST_03252,2024-06-21,Product Gap,2024-06-03,18,SMB,North,Enterprise,2021-11-02,2024-06
CUST_03254,2024-06-19,Price,2024-05-03,47,SMB,East,Enterprise,2021-12-21,2024-06
CUST_03257,2024-06-19,Competitor,2024-05-11,39,SMB,West,Enterprise,2023-01-02,2024-06
CUST_03258,2024-06-29,Price,2024-05-08,52,SMB,North,Basic,2021-03-24,2024-06
CUST_03262,2024-06-12,Price,2024-04-15,58,SMB,North,Basic,2024-03-28,2024-06
CUST_03263,2024-06-03,Business Closure,2024-05-19,15,SMB,West,Enterprise,2021-02-19,2024-06
CUST_03269,2024-06-10,Product Gap,2024-05-05,36,SMB,North,Basic,2021-07-02,2024-06
CUST_03270,2024-06-09,Support Issues,2024-05-21,19,Mid-Market,International,Basic,2021-03-27,2024-06
CUST_03272,2024-06-02,Support Issues,2024-04-16,47,SMB,East,Basic,2022-03-15,2024-06
CUST_03273,2024-06-09,Competitor,2024-04-29,41,SMB,South,Pro,2024-01-04,2024-06
CUST_03277,2024-06-18,Price,2024-05-11,38,Mid-Market,West,Basic,2021-10-03,2024-06
CUST_03288,2024-06-07,Price,2024-05-12,26,SMB,South,Basic,2024-04-24,2024-06
CUST_03291,2024-06-03,Price,2024-04-04,60,SMB,North,Basic,2021-09-13,2024-06
CUST_03297,2024-06-02,Price,2024-05-25,8,SMB,West,Enterprise,2023-11-20,2024-06
CUST_03305,2024-06-25,Competitor,2024-06-10,15,SMB,South,Basic,2023-04-01,2024-06
CUST_03308,2024-06-09,Business Closure,2024-04-16,54,SMB,East,Basic,2022-11-15,2024-06
CUST_03309,2024-06-30,Competitor,2024-06-17,13,SMB,North,Enterprise,2023-04-05,2024-06
CUST_03312,2024-06-15,Support Issues,2024-04-25,51,SMB,East,Pro,2021-03-07,2024-06
CUST_03316,2024-06-27,Support Issues,2024-05-22,36,Mid-Market,West,Basic,2024-02-05,2024-06
CUST_03321,2024-06-08,Support Issues,2024-04-24,45,SMB,North,Pro,2021-05-14,2024-06
CUST_03323,2024-06-19,Support Issues,2024-05-19,31,SMB,International,Basic,2021-07-23,2024-06
CUST_03324,2024-06-25,Competitor,2024-06-18,7,SMB,East,Enterprise,2024-03-15,2024-06
CUST_03327,2024-06-08,Price,2024-05-30,9,SMB,South,Enterprise,2021-01-31,2024-06
CUST_03328,2024-06-19,Business Closure,2024-04-22,58,SMB,International,Basic,2021-10-13,2024-06
CUST_03339,2024-06-21,Price,2024-05-15,37,SMB,North,Pro,2021-02-22,2024-06
CUST_03345,2024-06-05,Business Closure,2024-05-09,27,SMB,East,Enterprise,2021-04-13,2024-06
CUST_03350,2024-06-09,Support Issues,2024-04-15,55,SMB,East,Pro,2022-01-08,2024-06
CUST_03352,2024-06-30,Product Gap,2024-05-18,43,Mid-Market,West,Pro,2023-05-30,2024-06
CUST_03353,2024-06-10,Price,2024-05-05,36,SMB,North,Basic,2021-01-24,2024-06
CUST_03355,2024-06-10,Competitor,2024-06-03,7,Mid-Market,South,Pro,2024-01-25,2024-06
CUST_03356,2024-06-26,Price,2024-05-05,52,SMB,West,Pro,2022-03-31,2024-06
CUST_03359,2024-06-27,Product Gap,2024-05-09,49,SMB,East,Pro,2021-05-10,2024-06
CUST_03365,2024-06-11,Support Issues,2024-05-28,14,SMB,East,Enterprise,2022-06-21,2024-06
CUST_03376,2024-06-26,Price,2024-05-06,51,SMB,South,Enterprise,2024-04-19,2024-06
CUST_03381,2024-06-26,Business Closure,2024-06-11,15,SMB,East,Enterprise,2023-03-20,2024-06
CUST_03382,2024-06-25,Business Closure,2024-06-02,23,Mid-Market,West,Pro,2021-09-15,2024-06
CUST_03390,2024-06-09,Competitor,2024-04-22,48,SMB,South,Basic,2022-03-29,2024-06
CUST_03393,2024-06-02,Competitor,2024-04-09,54,Mid-Market,West,Pro,2021-04-21,2024-06
CUST_03394,2024-06-02,Product Gap,2024-04-26,37,SMB,South,Pro,2021-04-20,2024-06
CUST_03395,2024-06-21,Support Issues,2024-05-29,23,SMB,International,Pro,2021-08-31,2024-06
CUST_03398,2024-06-26,Price,2024-05-23,34,SMB,North,Basic,2021-12-29,2024-06
CUST_03400,2024-06-20,Price,2024-04-21,60,Mid-Market,East,Enterprise,2021-05-03,2024-06
CUST_03404,2024-06-27,Competitor,2024-06-18,9,SMB,West,Basic,2023-07-03,2024-06
CUST_03405,2024-06-19,Competitor,2024-05-31,19,SMB,International,Enterprise,2023-05-21,2024-06
CUST_03406,2024-06-24,Competitor,2024-06-04,20,SMB,North,Enterprise,2023-12-19,2024-06
CUST_03411,2024-06-19,Price,2024-05-11,39,SMB,West,Basic,2022-07-04,2024-06
CUST_03412,2024-06-15,Support Issues,2024-06-07,8,SMB,South,Pro,2023-01-23,2024-06
CUST_03413,2024-06-22,Competitor,2024-06-06,16,SMB,International,Pro,2021-06-07,2024-06
CUST_03414,2024-06-17,Price,2024-05-31,17,SMB,West,Basic,2023-07-06,2024-06
CUST_03421,2024-06-06,Product Gap,2024-05-19,18,SMB,West,Basic,2022-02-03,2024-06
CUST_03427,2024-06-26,Support Issues,2024-06-19,7,SMB,South,Enterprise,2023-05-26,2024-06
CUST_03429,2024-06-05,Product Gap,2024-05-26,10,SMB,West,Pro,2021-08-08,2024-06
CUST_03430,2024-06-05,Product Gap,2024-05-12,24,SMB,West,Enterprise,2022-10-19,2024-06
CUST_03433,2024-06-28,Product Gap,2024-06-11,17,SMB,West,Pro,2024-05-11,2024-06
CUST_03442,2024-06-09,Price,2024-04-18,52,SMB,North,Pro,2021-10-26,2024-06
CUST_03443,2024-06-27,Price,2024-06-02,25,SMB,North,Basic,2021-01-05,2024-06
CUST_03444,2024-06-07,Competitor,2024-05-22,16,SMB,South,Basic,2021-08-23,2024-06
CUST_03446,2024-06-10,Competitor,2024-04-16,55,SMB,North,Pro,2024-01-27,2024-06
CUST_03447,2024-06-17,Competitor,2024-05-28,20,Mid-Market,West,Basic,2022-08-15,2024-06
CUST_03459,2024-06-20,Price,2024-05-22,29,SMB,West,Pro,2023-08-20,2024-06
CUST_03466,2024-06-23,Product Gap,2024-06-07,16,SMB,East,Basic,2023-02-12,2024-06
CUST_03474,2024-07-01,Price,2024-06-19,12,SMB,East,Enterprise,2022-07-29,2024-07
CUST_03475,2024-06-14,Product Gap,2024-05-11,34,SMB,North,Pro,2022-06-30,2024-06
CUST_03476,2024-06-02,Product Gap,2024-04-20,43,Enterprise,South,Enterprise,2024-04-18,2024-06
CUST_03483,2024-06-03,Support Issues,2024-04-30,34,SMB,North,Pro,2021-10-06,2024-06
CUST_03485,2024-06-12,Competitor,2024-05-02,41,SMB,South,Enterprise,2021-04-30,2024-06
CUST_03486,2024-06-02,Business Closure,2024-04-16,47,SMB,West,Enterprise,2022-01-10,2024-06
CUST_03487,2024-06-23,Price,2024-06-02,21,Mid-Market,North,Pro,2023-05-10,2024-06
CUST_03488,2024-06-21,Price,2024-04-25,57,SMB,International,Pro,2023-02-04,2024-06
CUST_03492,2024-06-21,Product Gap,2024-05-04,48,SMB,South,Basic,2023-06-22,2024-06
CUST_03494,2024-06-13,Competitor,2024-04-30,44,SMB,North,Pro,2023-09-18,2024-06
CUST_03500,2024-06-18,Business Closure,2024-05-12,37,SMB,North,Pro,2023-08-30,2024-06
CUST_03501,2024-06-22,Support Issues,2024-05-02,51,Mid-Market,North,Pro,2021-05-25,2024-06
CUST_03505,2024-06-08,Competitor,2024-04-12,57,Enterprise,International,Enterprise,2023-06-11,2024-06
CUST_03515,2024-06-14,Product Gap,2024-05-23,22,SMB,East,Pro,2023-03-06,2024-06
CUST_03517,2024-06-05,Support Issues,2024-05-03,33,Mid-Market,West,Basic,2021-12-29,2024-06
CUST_03521,2024-06-03,Competitor,2024-04-22,42,SMB,International,Basic,2021-01-22,2024-06
CUST_03524,2024-06-04,Competitor,2024-05-19,16,SMB,South,Pro,2022-11-27,2024-06
CUST_03529,2024-06-21,Product Gap,2024-05-11,41,SMB,West,Enterprise,2021-01-25,2024-06
CUST_03531,2024-06-11,Price,2024-05-20,22,SMB,East,Pro,2022-08-06,2024-06
CUST_03542,2024-06-23,Product Gap,2024-05-09,45,Enterprise,South,Basic,2021-01-23,2024-06
CUST_03557,2024-06-08,Price,2024-04-13,56,SMB,West,Enterprise,2021-09-16,2024-06
CUST_03559,2024-06-18,Support Issues,2024-06-03,15,SMB,North,Basic,2021-12-11,2024-06
CUST_03564,2024-06-28,Support Issues,2024-05-29,30,SMB,East,Pro,2023-08-22,2024-06
CUST_03569,2024-06-26,Support Issues,2024-06-08,18,SMB,West,Enterprise,2023-11-19,2024-06
CUST_03571,2024-06-26,Price,2024-04-30,57,SMB,East,Pro,2022-04-14,2024-06
CUST_03575,2024-06-21,Support Issues,2024-04-28,54,Mid-Market,North,Basic,2021-01-27,2024-06
CUST_03576,2024-06-20,Business Closure,2024-05-08,43,SMB,South,Enterprise,2021-11-02,2024-06
CUST_03580,2024-06-27,Support Issues,2024-06-05,22,SMB,South,Enterprise,2024-05-03,2024-06
CUST_03581,2024-06-24,Business Closure,2024-06-09,15,SMB,South,Pro,2024-04-12,2024-06
CUST_03585,2024-06-03,Competitor,2024-05-14,20,SMB,International,Basic,2021-03-01,2024-06
CUST_03591,2024-06-07,Price,2024-04-14,54,Enterprise,South,Pro,2023-01-11,2024-06
CUST_03602,2024-06-17,Price,2024-06-07,10,SMB,East,Pro,2023-02-18,2024-06
CUST_03605,2024-06-10,Price,2024-04-14,57,SMB,North,Basic,2022-05-18,2024-06
CUST_03606,2024-06-15,Competitor,2024-05-02,44,Mid-Market,West,Enterprise,2022-05-09,2024-06
CUST_03617,2024-06-22,Price,2024-05-25,28,SMB,South,Pro,2023-07-04,2024-06
CUST_03618,2024-06-03,Product Gap,2024-04-26,38,SMB,East,Basic,2022-07-20,2024-06
CUST_03625,2024-06-10,Product Gap,2024-04-20,51,SMB,North,Basic,2021-09-04,2024-06
CUST_03626,2024-06-15,Price,2024-05-30,16,SMB,International,Pro,2024-02-15,2024-06
CUST_03629,2024-06-22,Product Gap,2024-06-02,20,SMB,West,Pro,2021-04-10,2024-06
CUST_03646,2024-06-22,Competitor,2024-06-14,8,SMB,East,Enterprise,2021-12-23,2024-06
CUST_03651,2024-06-17,Price,2024-04-25,53,SMB,North,Enterprise,2021-03-21,2024-06
CUST_03652,2024-06-27,Price,2024-06-03,24,SMB,North,Basic,2024-02-08,2024-06
CUST_03658,2024-06-02,Competitor,2024-04-25,38,SMB,East,Pro,2024-05-29,2024-06
CUST_03659,2024-06-09,Competitor,2024-04-27,43,SMB,International,Basic,2024-03-05,2024-06
CUST_03660,2024-06-16,Competitor,2024-05-09,38,SMB,East,Enterprise,2022-01-13,2024-06
CUST_03661,2024-06-05,Competitor,2024-04-20,46,SMB,South,Pro,2022-11-23,2024-06
CUST_03664,2024-06-06,Price,2024-04-13,54,SMB,North,Pro,2022-04-29,2024-06
CUST_03666,2024-06-12,Price,2024-04-13,60,SMB,North,Basic,2021-05-27,2024-06
CUST_03676,2024-06-07,Support Issues,2024-05-21,17,SMB,International,Basic,2023-10-14,2024-06
CUST_03680,2024-06-16,Product Gap,2024-05-28,19,Enterprise,International,Pro,2022-04-19,2024-06
CUST_03684,2024-06-19,Competitor,2024-04-22,58,SMB,West,Enterprise,2022-09-25,2024-06
CUST_03685,2024-06-18,Product Gap,2024-05-04,45,SMB,South,Pro,2022-09-25,2024-06
CUST_03686,2024-06-09,Price,2024-04-17,53,SMB,West,Pro,2022-11-17,2024-06
CUST_03689,2024-06-16,Competitor,2024-05-11,36,SMB,International,Pro,2023-09-10,2024-06
CUST_03697,2024-06-02,Support Issues,2024-04-14,49,SMB,East,Basic,2023-02-18,2024-06
CUST_03698,2024-07-01,Support Issues,2024-06-07,24,Mid-Market,East,Pro,2021-01-17,2024-07
CUST_03702,2024-06-23,Product Gap,2024-06-16,7,SMB,South,Basic,2023-06-10,2024-06
CUST_03706,2024-06-09,Business Closure,2024-05-17,23,SMB,South,Enterprise,2023-07-13,2024-06
CUST_03708,2024-06-05,Competitor,2024-04-07,59,SMB,East,Pro,2021-10-27,2024-06
CUST_03712,2024-06-30,Competitor,2024-06-18,12,SMB,North,Pro,2021-12-21,2024-06
CUST_03715,2024-06-16,Price,2024-06-01,15,SMB,North,Enterprise,2022-05-16,2024-06
CUST_03718,2024-06-07,Support Issues,2024-04-21,47,SMB,North,Basic,2021-08-24,2024-06
CUST_03722,2024-06-28,Business Closure,2024-04-30,59,SMB,South,Basic,2022-09-04,2024-06
CUST_03723,2024-06-10,Competitor,2024-04-30,41,SMB,North,Basic,2021-05-29,2024-06
CUST_03725,2024-06-21,Product Gap,2024-06-07,14,Mid-Market,International,Pro,2021-10-05,2024-06
CUST_03736,2024-06-14,Product Gap,2024-05-05,40,Enterprise,East,Enterprise,2022-04-24,2024-06
CUST_03740,2024-06-12,Price,2024-05-21,22,Mid-Market,South,Enterprise,2023-05-25,2024-06
CUST_03741,2024-06-28,Competitor,2024-05-27,32,SMB,West,Pro,2022-10-08,2024-06
CUST_03742,2024-06-11,Price,2024-06-02,9,SMB,East,Basic,2022-03-08,2024-06
CUST_03745,2024-06-06,Competitor,2024-04-10,57,SMB,North,Enterprise,2024-01-12,2024-06
CUST_03747,2024-06-13,Competitor,2024-04-21,53,SMB,West,Enterprise,2021-09-29,2024-06
CUST_03754,2024-06-25,Product Gap,2024-05-08,48,SMB,North,Basic,2024-05-11,2024-06
CUST_03764,2024-06-04,Price,2024-05-01,34,SMB,North,Basic,2021-12-26,2024-06
CUST_03766,2024-06-15,Support Issues,2024-04-25,51,Mid-Market,International,Basic,2021-11-03,2024-06
CUST_03771,2024-06-29,Price,2024-06-05,24,SMB,International,Pro,2021-01-25,2024-06
CUST_03773,2024-06-10,Support Issues,2024-06-02,8,SMB,West,Basic,2022-10-04,2024-06
CUST_03777,2024-06-04,Competitor,2024-05-13,22,SMB,South,Basic,2021-11-11,2024-06
CUST_03783,2024-06-08,Price,2024-05-07,32,Mid-Market,South,Pro,2022-01-04,2024-06
CUST_03784,2024-06-16,Competitor,2024-04-20,57,Mid-Market,South,Basic,2023-11-20,2024-06
