campaign_id,channel,target_segment,impressions,ctr,clicks,leads,conversions,cost,revenue_generated,roi,start_date,end_date,campaign_duration_days,cost_per_lead,cost_per_conversion
CAMP_163,Email,Enterprise,298832,0.11089843122557155,33140,3371,315,19587,5452053.68,27735.062439373054,2023-04-10,2023-04-17,7,5.810442005339662,62.180952380952384
CAMP_164,Email,All,257497,0.10359732346396269,26676,3057,566,38346,2460512.31,6316.607494914724,2023-12-11,2024-01-31,51,12.543670264965652,67.74911660777386
CAMP_165,Webinar,All,435298,0.12629968435416658,54978,8956,837,30890,3563491.51,11436.068339268371,2023-08-24,2023-10-20,57,3.449084412684234,36.90561529271206
CAMP_166,Webinar,Mid-Market,471479,0.01329857745519949,6270,1524,212,31170,1088779.99,3393.038145652871,2023-02-12,2023-02-21,9,20.45275590551181,147.02830188679246
CAMP_167,Paid Search,Mid-Market,186039,0.09519509350190014,17710,4418,587,42433,2618756.27,6071.508660712182,2023-10-05,2023-11-14,40,9.604572204617474,72.28790459965929
CAMP_168,Email,All,94415,0.11439919504316051,10801,2675,448,22585,1483706.29,6469.432322337835,2023-06-22,2023-07-06,14,8.442990654205607,50.41294642857143
CAMP_169,Content Marketing,Mid-Market,179760,0.09699599465954606,17436,1661,205,11492,1144351.08,9857.806126000696,2023-09-06,2023-09-30,24,6.918723660445515,56.05853658536585
CAMP_170,Content Marketing,SMB,145380,0.05169899573531435,7516,517,91,14056,98859.07,603.322922595333,2023-10-12,2023-11-11,30,27.187620889748548,154.46153846153845
CAMP_171,Content Marketing,Mid-Market,298390,0.06639967827340058,19813,4609,278,36023,1486250.34,4025.837215112567,2024-02-05,2024-02-23,18,7.81579518333695,129.5791366906475
CAMP_172,Email,SMB,191411,0.039799175595968884,7618,1743,111,30215,133605.38,342.18229356279994,2024-01-21,2024-03-15,54,17.335054503729204,272.2072072072072
CAMP_173,Paid Search,All,117072,0.10949671996719967,12819,2868,460,19501,2034424.81,10332.412748064202,2023-12-18,2024-01-16,29,6.799511854951185,42.393478260869564
CAMP_174,Email,SMB,40706,0.04898540755662556,1994,268,32,7591,36243.93,377.4592280331972,2023-08-28,2023-10-17,50,28.324626865671643,237.21875
CAMP_175,Email,Mid-Market,310455,0.08109709941859529,25177,1902,275,37459,1120968.1,2892.520088630236,2023-05-30,2023-07-09,40,19.69453207150368,136.21454545454546
CAMP_176,Email,All,340239,0.13919920996711135,47361,9365,1416,27218,6312760.16,23093.32853258873,2024-02-18,2024-03-03,14,2.9063534436732517,19.221751412429377
CAMP_177,Email,All,214736,0.02789937411519261,5991,899,89,39433,418357.83,960.9333045926002,2023-01-01,2023-02-12,42,43.86318131256952,443.0674157303371
CAMP_178,Social Media,Enterprise,437118,0.09099831166870273,39777,2880,291,46225,5235236.1,11225.551325040562,2023-11-05,2023-12-30,55,16.05034722222222,158.8487972508591
CAMP_179,Paid Search,All,138490,0.029099573976460395,4030,650,108,21968,439185.94,1899.2076656955571,2023-11-21,2023-12-02,11,33.79692307692308,203.40740740740742
CAMP_180,Webinar,Mid-Market,68382,0.019990640811909568,1367,139,12,9543,65830.19,589.8269936078801,2023-10-01,2023-11-09,39,68.65467625899281,795.25
CAMP_181,Content Marketing,SMB,394730,0.1117979378309224,44130,10798,1201,3597,1530013.4,42435.81873783708,2023-09-20,2023-10-30,40,0.3331172439340619,2.9950041631973354
CAMP_182,Webinar,Mid-Market,6286,0.13649379573655743,858,84,10,41218,40944.51,-0.6635207918870347,2024-01-13,2024-03-05,52,490.6904761904762,4121.8
CAMP_183,Email,All,114990,0.02419340812244543,2782,553,105,9203,355558.8,3763.5097250896442,2023-01-12,2023-01-29,17,16.641952983725137,87.64761904761905
CAMP_184,Paid Search,All,257037,0.11049771044635598,28402,3006,436,9330,1992418.11,21254.963665594856,2023-12-04,2024-01-08,35,3.1037924151696608,21.39908256880734
CAMP_185,Webinar,Enterprise,329757,0.14799989082870113,48804,8249,632,17909,11103913.32,61901.86118711263,2023-01-03,2023-02-22,50,2.1710510364892714,28.337025316455698
CAMP_186,Email,Enterprise,353722,0.13149874760405064,46514,11550,2308,28943,27997491.88,96633.2062329406,2023-08-07,2023-09-11,35,2.505887445887446,12.540294627383016
CAMP_187,Paid Search,Mid-Market,421028,0.07209971783349325,30356,4420,574,12547,3101983.57,24622.910416832707,2023-03-21,2023-04-23,33,2.83868778280543,21.858885017421603
CAMP_188,Webinar,Enterprise,92048,0.03789327307491743,3488,710,100,42272,1626831.39,3748.484552422407,2024-01-13,2024-01-23,10,59.53802816901408,422.72
CAMP_189,Email,Mid-Market,266999,0.058397222461507345,15592,1903,133,4845,760480.46,15596.191124871,2024-02-06,2024-02-17,11,2.5459800315291643,36.42857142857143
CAMP_190,Social Media,Mid-Market,345698,0.04459962163506876,15418,2433,440,19493,2582243.11,13147.02770225209,2024-01-27,2024-02-15,19,8.011919441019318,44.30227272727273
CAMP_191,Email,SMB,459162,0.03139850423162195,14417,1872,172,5056,204633.47,3947.3392009493673,2023-04-28,2023-05-16,18,2.700854700854701,29.3953488372093
CAMP_192,Email,Mid-Market,466652,0.025097931649280408,11712,1159,191,45963,896543.84,1850.577290429258,2023-05-27,2023-07-05,39,39.65746333045729,240.64397905759162
CAMP_193,Webinar,All,270830,0.03939740796809807,10670,800,41,14395,161099.37,1019.1342132684961,2023-03-19,2023-04-12,24,17.99375,351.0975609756098
CAMP_194,Email,Enterprise,198984,0.06959856068829655,13849,3006,301,32685,5261461.68,15997.481046351535,2023-04-19,2023-06-09,51,10.873253493013973,108.58803986710963
CAMP_195,Social Media,Mid-Market,135998,0.14439918234091678,19638,3554,622,36627,2619613.26,7052.137111966582,2024-02-29,2024-03-23,23,10.305852560495216,58.88585209003215
CAMP_196,Paid Search,SMB,451406,0.032199394779865574,14535,3439,683,44547,664259.11,1391.1421869037197,2023-12-05,2024-01-11,37,12.953474847339344,65.22254758418741
CAMP_197,Email,SMB,400821,0.1453990684120842,58279,5906,925,37007,974082.64,2532.1578079822734,2023-07-11,2023-07-19,8,6.266000677277345,40.00756756756757
CAMP_198,Content Marketing,All,134389,0.011898295247378878,1599,355,33,4948,108638.75,2095.6093371059014,2024-01-10,2024-02-27,48,13.938028169014084,149.93939393939394
CAMP_199,Webinar,SMB,381099,0.011797459452793107,4496,867,150,14457,146713.52,914.8268658781212,2023-04-09,2023-04-19,10,16.674740484429066,96.38
CAMP_200,Content Marketing,All,11787,0.05226096547043353,616,50,3,40661,10212.12,-74.88472983940385,2023-04-06,2023-05-22,46,813.22,13553.666666666666
CAMP_201,Social Media,Enterprise,4083,0.09943668870928239,406,93,12,24274,170909.08,604.0828870396308,2023-11-18,2023-12-11,23,261.01075268817203,2022.8333333333333
CAMP_202,Webinar,SMB,64640,0.1046875,6767,642,53,18594,65665.27,253.15300634613317,2023-03-04,2023-04-02,29,28.962616822429908,350.8301886792453
CAMP_203,Webinar,All,358704,0.11359784111690976,40748,2685,460,16611,1932504.35,11533.883270122209,2023-11-30,2024-01-12,43,6.18659217877095,36.11086956521739
CAMP_204,Content Marketing,Enterprise,268946,0.03509998289619477,9440,1542,264,2134,3944413.76,184736.633552015,2023-12-12,2024-01-30,49,1.383916990920882,8.083333333333334
CAMP_205,Email,SMB,177880,0.06799527771531369,12095,1765,118,49477,148810.7,200.76742728944765,2024-02-11,2024-04-06,55,28.03229461756374,419.29661016949154
CAMP_206,Webinar,Mid-Market,248546,0.14079888632285373,34995,3973,551,33578,2482125.17,7292.117368515099,2023-05-07,2023-07-06,60,8.45154794865341,60.94010889292196
CAMP_207,Email,All,72894,0.14058770269157955,10248,1192,94,20442,405244.11,1882.4093043733487,2023-06-28,2023-07-11,13,17.149328859060404,217.46808510638297
CAMP_208,Webinar,Mid-Market,205577,0.115796027765752,23805,3128,440,6932,2564365.91,36893.16084824005,2024-02-19,2024-04-19,60,2.2161125319693094,15.754545454545454
CAMP_209,Email,SMB,276553,0.026396386949337016,7300,775,122,33267,164678.19,395.0196591216521,2023-12-19,2023-12-30,11,42.92516129032258,272.6803278688525
CAMP_210,Email,Enterprise,144552,0.13839310421163317,20005,2234,188,34260,2797265.54,8064.814769410391,2023-02-18,2023-04-15,56,15.335720680393912,182.2340425531915
CAMP_211,Paid Search,Mid-Market,59069,0.11059946841829048,6533,1619,104,45604,557651.38,1122.8124287343214,2023-05-25,2023-06-18,24,28.168004941321804,438.5
CAMP_212,Social Media,Mid-Market,185522,0.10229514558920236,18978,1112,173,4328,957440.63,22022.01085951941,2023-09-24,2023-10-20,26,3.8920863309352516,25.017341040462426
CAMP_213,Email,Enterprise,297487,0.07119974990503787,21181,5103,291,7521,4360570.2,57878.595931392105,2023-12-12,2023-12-30,18,1.4738389182833627,25.84536082474227
CAMP_214,Email,Enterprise,487259,0.11469875364026114,55888,7248,1380,34406,20713531.18,60103.25286287275,2024-02-02,2024-03-17,44,4.7469646799117,24.931884057971015
CAMP_215,Social Media,Enterprise,187623,0.02869584219418728,5384,407,26,40538,329032.82,711.6651536829642,2024-02-17,2024-03-23,35,99.6019656019656,1559.1538461538462
CAMP_216,Social Media,Enterprise,290175,0.1441991901438787,41843,4466,762,48782,12439085.01,25399.333791152476,2023-01-26,2023-02-18,23,10.922973578145992,64.01837270341207
CAMP_217,Webinar,All,59446,0.14468593345220873,8601,1751,259,29278,1073417.13,3566.2925404740754,2023-12-10,2024-02-02,54,16.720731010850944,113.04247104247104
CAMP_218,Social Media,Enterprise,145695,0.042094787055149456,6133,852,107,27536,1466835.85,5226.975050842534,2023-05-18,2023-06-14,27,32.31924882629108,257.3457943925234
CAMP_219,Paid Search,Mid-Market,403653,0.09359771883275982,37781,7437,830,20971,4045704.33,19191.899909398693,2024-02-03,2024-03-13,39,2.81981981981982,25.266265060240965
CAMP_220,Paid Search,Mid-Market,68399,0.1267854793198731,8672,1070,178,19816,874514.76,4313.175010092854,2023-04-18,2023-05-25,37,18.5196261682243,111.32584269662921
CAMP_221,Paid Search,Mid-Market,297432,0.0549974447941042,16358,3682,387,40501,2146057.29,5198.776054912224,2023-03-24,2023-04-02,9,10.999728408473656,104.65374677002583
CAMP_222,Content Marketing,All,431122,0.048997731500596116,21124,1101,102,42027,413266.68,883.3361410521807,2023-01-12,2023-01-20,8,38.171662125340596,412.02941176470586
CAMP_223,Email,Mid-Market,93891,0.12999115996208369,12205,3021,272,20833,1210663.26,5711.276628426055,2023-06-30,2023-08-05,36,6.8960609069844425,76.59191176470588
CAMP_224,Paid Search,Mid-Market,109207,0.051599256457919365,5635,480,73,20432,384724.38,1782.9501761942051,2023-06-01,2023-07-01,30,42.56666666666667,279.8904109589041
CAMP_225,Email,Mid-Market,25637,0.14857432616920857,3809,521,50,15160,281687.86,1758.099340369393,2023-04-10,2023-05-29,49,29.0978886756238,303.2
CAMP_226,Email,All,440310,0.08409983874997161,37030,3664,712,29590,2506660.73,8371.310341331531,2023-12-22,2024-01-23,32,8.075873362445416,41.55898876404494
CAMP_227,Content Marketing,SMB,379882,0.030198851222221636,11472,2409,391,28136,462028.25,1542.1248578333807,2024-02-17,2024-03-10,22,11.67953507679535,71.95907928388746
CAMP_228,Content Marketing,SMB,185547,0.05949974938964252,11040,2218,340,8173,432359.46,5190.09494677597,2023-06-03,2023-06-19,16,3.6848512173128944,24.038235294117648
CAMP_229,Social Media,SMB,218329,0.07739695597011849,16898,1994,329,8252,370271.61,4387.052956858944,2023-07-02,2023-08-02,31,4.138415245737211,25.082066869300913
CAMP_230,Webinar,Enterprise,399385,0.09869925009702417,39419,3079,356,20349,4509185.85,22059.250331711628,2024-02-18,2024-04-04,46,6.6089639493342,57.16011235955056
CAMP_231,Webinar,SMB,74369,0.042692519732684314,3175,731,61,40783,66152.2,62.20533065247774,2023-10-09,2023-11-12,34,55.7906976744186,668.5737704918033
CAMP_232,Webinar,SMB,265998,0.08739915337709306,23248,4586,772,42199,1007353.14,2287.1493163345103,2023-02-11,2023-03-17,34,9.201700828608809,54.6619170984456
CAMP_233,Email,Mid-Market,324741,0.11719801318589276,38059,8079,593,44668,3413835.82,7542.6878749888065,2023-04-04,2023-06-03,60,5.52890209184305,75.32546374367622
CAMP_234,Email,All,309984,0.08559796634665015,26534,6141,481,10641,1804327.14,16856.368198477587,2023-01-24,2023-03-13,48,1.732779677576942,22.12266112266112
CAMP_235,Email,SMB,243297,0.14229932962593045,34621,3871,200,32747,275642.99,741.7350902372737,2024-03-01,2024-03-22,21,8.459571170240247,163.735
CAMP_236,Content Marketing,SMB,197174,0.08969742460973557,17686,3086,330,41836,426540.34,919.5533511808012,2023-08-03,2023-09-15,43,13.556707712248866,126.77575757575758
CAMP_237,Social Media,Mid-Market,440396,0.04979836329121972,21931,1718,342,16153,1471795.81,9011.59419302916,2023-10-12,2023-11-19,38,9.40221187427241,47.23099415204678
CAMP_238,Social Media,Mid-Market,406181,0.03859855581624941,15678,3870,373,19141,1915528.04,9907.460634240635,2023-10-25,2023-11-06,12,4.945994832041344,51.316353887399465
CAMP_239,Webinar,Mid-Market,84563,0.12059647836524248,10198,703,110,47635,609365.07,1179.2381022357508,2023-11-20,2023-11-30,10,67.75960170697013,433.04545454545456
CAMP_240,Webinar,SMB,109688,0.0957989935088615,10508,541,104,37881,116259.22,206.90641746522002,2023-12-29,2024-01-21,23,70.02033271719039,364.24038461538464
CAMP_241,Email,Enterprise,142469,0.07839600193726355,11169,1807,172,36753,2221292.49,5943.83993143417,2023-02-20,2023-04-05,44,20.33923630326508,213.68023255813952
CAMP_242,Social Media,Mid-Market,406973,0.1207991684952073,49162,10643,1718,24344,8646111.2,35416.39500492934,2023-09-25,2023-11-02,38,2.287325002348962,14.169965075669383
CAMP_243,Email,All,63520,0.032084382871536525,2038,195,18,16789,80097.91,377.08565131931624,2023-10-03,2023-11-14,42,86.0974358974359,932.7222222222222
CAMP_244,Content Marketing,SMB,297219,0.07509950575165114,22321,2702,261,11790,267900.69,2172.2704834605597,2023-12-20,2024-01-16,27,4.363434492968172,45.172413793103445
CAMP_245,Webinar,All,117182,0.05389906299602328,6316,732,105,38801,440622.37,1035.59539702585,2023-02-16,2023-04-17,60,53.006830601092894,369.53333333333336
CAMP_246,Content Marketing,Mid-Market,148554,0.01479596644991047,2198,484,51,23688,273445.24,1054.3618709895306,2023-07-18,2023-08-19,32,48.94214876033058,464.47058823529414
CAMP_247,Email,Enterprise,19026,0.01229895931882687,234,18,2,22918,31733.78,38.46662012392006,2024-02-05,2024-03-25,49,1273.2222222222222,11459.0
CAMP_248,Content Marketing,Enterprise,258040,0.04129979848085568,10657,1470,275,20179,3410953.4,16803.4808464245,2023-11-24,2023-12-31,37,13.727210884353742,73.37818181818182
CAMP_249,Paid Search,SMB,258151,0.046097051725540475,11900,2946,260,10583,362711.13,3327.2997259756216,2023-05-06,2023-06-26,51,3.5923285811269516,40.70384615384615
CAMP_250,Webinar,Enterprise,99585,0.059597328914997236,5935,1079,194,14774,2526414.34,17000.408420197644,2023-09-21,2023-11-14,54,13.692307692307692,76.15463917525773
CAMP_251,Paid Search,SMB,453648,0.09579894543787254,43459,4800,610,3575,803977.54,22388.88223776224,2023-07-08,2023-08-13,36,0.7447916666666666,5.860655737704918
CAMP_252,Social Media,Enterprise,135136,0.037695358749704,5094,749,145,12829,2585684.0,20054.992594902174,2024-02-02,2024-02-23,21,17.128170894526036,88.47586206896551
CAMP_253,Email,Mid-Market,233253,0.019198038181716847,4478,381,45,44011,195544.05,344.30721864988294,2023-08-03,2023-09-09,37,115.51443569553805,978.0222222222222
CAMP_254,Social Media,All,131884,0.14449819538382214,19057,1757,120,46772,433556.28,826.9568972889763,2023-11-18,2023-12-24,36,26.620375640295958,389.76666666666665
CAMP_255,Paid Search,All,353433,0.09009911355193205,31844,6287,996,6195,3405088.09,54865.10234059725,2024-01-28,2024-03-09,41,0.985366629553046,6.219879518072289
CAMP_256,Social Media,Mid-Market,267885,0.04439964910315994,11894,1342,164,20818,788345.88,3686.847343644923,2023-12-31,2024-02-18,49,15.512667660208644,126.9390243902439
CAMP_257,Paid Search,All,482005,0.037897947116731154,18267,3714,445,13455,1754583.46,12940.382460052024,2023-02-18,2023-04-07,48,3.622778675282714,30.235955056179776
CAMP_258,Content Marketing,Enterprise,390480,0.06749897561975005,26357,4891,488,5287,8143078.54,153920.77813504823,2023-03-08,2023-03-28,20,1.0809650378245756,10.834016393442623
CAMP_259,Paid Search,Enterprise,163474,0.04709617431518162,7699,1084,145,41147,2208959.6,5268.458453836246,2023-04-14,2023-06-11,58,37.958487084870846,283.77241379310345
CAMP_260,Content Marketing,Enterprise,208626,0.05109622003010171,10660,653,89,5159,1354552.02,26156.096530335337,2024-02-26,2024-04-17,51,7.900459418070444,57.96629213483146
CAMP_261,Email,SMB,33843,0.14209733179682651,4809,512,84,35359,87041.64,146.16544585536923,2023-03-03,2023-04-27,55,69.060546875,420.9404761904762
CAMP_262,Email,Enterprise,197534,0.14029989773912338,27714,2916,192,3448,3308157.81,95844.25203016242,2023-06-18,2023-08-14,57,1.1824417009602195,17.958333333333332
CAMP_263,Webinar,Enterprise,44624,0.10908927931158122,4868,980,81,19605,1323246.55,6649.536087732721,2023-09-09,2023-09-21,12,20.005102040816325,242.03703703703704
CAMP_264,Paid Search,Mid-Market,434129,0.14899949093472217,64685,12375,1298,41784,6970204.12,16581.514742485164,2023-12-30,2024-02-02,34,3.3764848484848486,32.19106317411402
CAMP_265,Email,SMB,281279,0.14329900205845442,40307,5269,837,26631,804674.56,2921.5709511471596,2023-11-09,2023-11-27,18,5.054279749478079,31.817204301075268
CAMP_266,Email,All,91133,0.07599881491885487,6926,506,98,30498,383656.07,1157.971244016001,2023-06-09,2023-07-04,25,60.27272727272727,311.2040816326531
CAMP_267,Content Marketing,Mid-Market,30484,0.03549402965490093,1082,223,40,39602,233467.11,489.53363466491584,2023-04-06,2023-05-26,50,177.58744394618833,990.05
CAMP_268,Content Marketing,All,59363,0.04819500362178461,2861,321,64,42720,243629.09,470.292813670412,2024-01-26,2024-03-12,46,133.0841121495327,667.5
CAMP_269,Social Media,Enterprise,476239,0.08789914307732043,41861,4230,734,13554,12881883.86,94941.19713737641,2023-01-08,2023-02-10,33,3.204255319148936,18.465940054495913
CAMP_270,Social Media,All,217710,0.049198475035597815,10711,1606,269,21288,1002188.85,4607.764233370913,2023-07-01,2023-07-16,15,13.255292652552926,79.13754646840148
CAMP_271,Paid Search,Mid-Market,488039,0.061099625234868525,29819,6144,960,38114,4982943.28,12973.787269769638,2023-06-23,2023-07-27,34,6.203450520833333,39.702083333333334
CAMP_272,Social Media,SMB,62297,0.1272934491227507,7930,641,75,34222,85796.0,150.70422535211267,2023-07-20,2023-08-19,30,53.38845553822153,456.29333333333335
CAMP_273,Content Marketing,Enterprise,465468,0.08309916041489426,38680,3513,231,7370,3782428.44,51221.95983717775,2023-09-11,2023-10-22,41,2.097922003985198,31.904761904761905
CAMP_274,Email,Enterprise,189337,0.08059703069130704,15260,3181,633,31826,10777264.18,33763.08106579526,2024-02-02,2024-03-21,48,10.005029864822383,50.27804107424961
CAMP_275,Paid Search,All,189944,0.10129827738701933,19241,3605,648,43754,2319689.42,5201.6625222836765,2023-08-06,2023-08-13,7,12.137031900138696,67.52160493827161
CAMP_276,Email,All,408451,0.0719988444146299,29408,5931,399,24866,1884209.63,7477.453671680206,2023-07-10,2023-09-01,53,4.1925476310908785,62.32080200501253
CAMP_277,Email,Mid-Market,412662,0.035198297880589924,14525,2421,182,20719,776626.23,3648.3769969593127,2023-09-16,2023-11-01,46,8.558033870301529,113.84065934065934
CAMP_278,Social Media,Mid-Market,233954,0.12789693700471033,29922,6726,470,10375,1965927.81,18848.701783132532,2023-12-20,2024-01-31,42,1.5425215581326197,22.074468085106382
CAMP_279,Webinar,Mid-Market,442367,0.10309991477664474,45608,4834,272,6545,1585863.01,24130.145301757068,2023-07-21,2023-08-27,37,1.3539511791477037,24.0625
CAMP_280,Content Marketing,All,2948,0.10719131614654002,316,68,4,48191,16002.47,-66.79365441679982,2023-05-02,2023-05-11,9,708.6911764705883,12047.75
CAMP_281,Email,Mid-Market,130294,0.12119514329132577,15791,2360,290,23848,1526142.97,6299.458948339483,2024-01-14,2024-02-10,27,10.105084745762712,82.23448275862069
CAMP_282,Social Media,Enterprise,372735,0.0661998470763411,24675,4368,379,7015,6178158.04,87970.67769066287,2024-01-31,2024-03-01,30,1.6059981684981686,18.50923482849604
CAMP_283,Social Media,Enterprise,97639,0.08299962105306281,8104,2020,359,43169,5612329.34,12900.832402881695,2023-04-01,2023-04-25,24,21.37079207920792,120.24791086350974
CAMP_284,Webinar,Mid-Market,400031,0.017298659353900073,6920,1047,78,623,421611.53,67574.4028892456,2023-01-26,2023-02-05,10,0.5950334288443171,7.987179487179487
CAMP_285,Content Marketing,All,496156,0.0646994090568289,32101,7061,1195,22968,5684350.59,24649.001175548587,2024-02-20,2024-03-13,22,3.2527970542416087,19.22008368200837
CAMP_286,Paid Search,Mid-Market,475680,0.014598049108644467,6944,1705,295,18572,1669248.25,8887.983254361405,2023-05-13,2023-05-28,15,10.89266862170088,62.95593220338983
CAMP_287,Content Marketing,All,273545,0.053698660183881995,14689,1127,172,29880,651989.23,2082.025535475234,2023-04-07,2023-06-04,58,26.512866015971607,173.72093023255815
CAMP_288,Social Media,All,302427,0.11859721519573319,35867,4258,221,7184,921126.35,12721.914671492204,2023-06-22,2023-07-17,25,1.6871770784405824,32.50678733031674
CAMP_289,Social Media,Mid-Market,131075,0.09419797825672326,12347,1869,288,36505,1572521.13,4207.68697438707,2023-03-04,2023-04-09,36,19.53183520599251,126.75347222222223
CAMP_290,Email,All,194681,0.05959492708584813,11602,2556,392,11489,1795992.05,15532.274784576552,2023-12-07,2023-12-29,22,4.49491392801252,29.308673469387756
CAMP_291,Email,All,178449,0.07469921378096823,13330,2371,325,17850,1346930.94,7445.831596638655,2023-06-10,2023-06-30,20,7.528469000421763,54.92307692307692
CAMP_292,Content Marketing,Mid-Market,25830,0.09008904374758034,2327,210,33,22498,139287.04,519.1085429815984,2024-01-01,2024-01-18,17,107.13333333333334,681.7575757575758
CAMP_293,Social Media,Mid-Market,420367,0.08869868472073213,37286,4789,472,25879,2604326.04,9963.472468024267,2023-09-07,2023-11-06,60,5.403842138233451,54.82838983050848
CAMP_294,Email,Mid-Market,218026,0.017199783512058194,3750,420,40,33604,222133.77,561.0337162242589,2023-07-30,2023-08-11,12,80.00952380952381,840.1
CAMP_295,Social Media,Mid-Market,14037,0.06839068176960889,960,75,4,22646,17527.27,-22.60324119049722,2023-03-29,2023-05-12,44,301.94666666666666,5661.5
CAMP_296,Paid Search,Enterprise,33924,0.11437330503478363,3880,528,87,27484,1445626.56,5159.884150778636,2023-08-08,2023-10-04,57,52.053030303030305,315.9080459770115
CAMP_297,Email,Mid-Market,37605,0.025874218853875815,973,241,15,34874,72254.14,107.18627057406664,2023-02-23,2023-04-09,45,144.70539419087137,2324.9333333333334
CAMP_298,Paid Search,Mid-Market,123204,0.11949287360799973,14722,2452,412,6257,1718821.45,27370.376378456127,2023-11-11,2023-12-15,34,2.551794453507341,15.186893203883495
CAMP_299,Paid Search,Mid-Market,155681,0.08669651402547517,13497,3171,528,37511,3036622.19,7995.284556530085,2023-08-25,2023-10-05,41,11.829391359192684,71.04356060606061
CAMP_300,Paid Search,Enterprise,385638,0.14909837723460861,57498,7931,1499,23391,23499112.5,100362.19699884571,2023-05-29,2023-06-26,28,2.949312823099231,15.604402935290194
CAMP_301,Email,All,49852,0.018795635079836316,937,52,5,45092,22878.84,-49.26186463230729,2023-09-23,2023-11-10,48,867.1538461538462,9018.4
CAMP_302,Social Media,All,220747,0.03469582825587664,7659,996,82,3520,369747.24,10404.182954545455,2023-06-19,2023-07-08,19,3.534136546184739,42.926829268292686
CAMP_303,Email,Mid-Market,135263,0.030193031353733097,4084,314,48,10217,229223.74,2143.5523147695017,2023-08-04,2023-08-19,15,32.538216560509554,212.85416666666666
CAMP_304,Email,All,356096,0.1205995012580877,42945,2562,377,8892,1258592.25,14054.208839406208,2023-01-02,2023-01-29,27,3.470725995316159,23.586206896551722
CAMP_305,Paid Search,SMB,305161,0.07919753834860942,24168,4128,438,32856,547992.3,1567.860664718773,2023-03-20,2023-04-21,32,7.959302325581396,75.01369863013699
CAMP_306,Email,Mid-Market,86079,0.12739460263246552,10966,2174,336,34469,1515659.55,4297.167164698714,2023-05-01,2023-05-26,25,15.85510579576817,102.58630952380952
CAMP_307,Social Media,SMB,17696,0.014975135623869802,265,36,7,9975,8748.28,-12.297944862155381,2023-02-16,2023-03-04,16,277.0833333333333,1425.0
CAMP_308,Webinar,Mid-Market,220394,0.06029655979745365,13289,3175,596,16459,3524342.6,21312.859833525734,2023-08-16,2023-09-16,31,5.1839370078740155,27.61577181208054
CAMP_309,Paid Search,All,13603,0.07263103727119018,988,59,7,13159,29142.86,121.46713276084809,2023-07-05,2023-08-16,42,223.03389830508473,1879.857142857143
CAMP_310,Paid Search,All,399680,0.11759907926341073,47002,7542,1335,29725,5604526.24,18754.587855340622,2023-04-03,2023-04-22,19,3.9412622646512863,22.265917602996254
CAMP_311,Email,Mid-Market,424422,0.10209885444204117,43333,8209,1518,8787,8570869.48,97440.3377717082,2024-01-17,2024-03-08,51,1.0704105250334999,5.788537549407114
CAMP_312,Paid Search,SMB,484661,0.026699074198254038,12940,1378,177,29641,176865.62,496.69248675820654,2023-09-14,2023-09-28,14,21.510159651669085,167.4632768361582
CAMP_313,Email,Enterprise,103489,0.14939752050942612,15461,3058,159,15646,2711409.69,17229.730857727212,2024-02-22,2024-04-13,51,5.116415958142577,98.40251572327044
CAMP_314,Social Media,Mid-Market,58047,0.0274949609798956,1596,350,69,28184,316675.47,1023.6001632131705,2023-03-29,2023-05-28,60,80.52571428571429,408.463768115942
CAMP_315,Paid Search,Mid-Market,27476,0.12217935652933469,3357,520,41,19521,233666.01,1096.9981558321808,2023-12-26,2024-01-12,17,37.54038461538462,476.1219512195122
CAMP_316,Social Media,All,172152,0.05689739300153353,9795,1151,144,34655,579765.51,1572.9635261866974,2023-02-27,2023-04-22,54,30.10860121633362,240.65972222222223
CAMP_317,Social Media,SMB,326454,0.10699822945958695,34930,6568,412,20924,586965.06,2705.223953354999,2023-08-10,2023-09-30,51,3.1857490864799027,50.786407766990294
CAMP_318,Social Media,SMB,416572,0.04229761001699586,17620,3623,539,22980,591690.98,2474.8084421235853,2023-08-14,2023-09-01,18,6.342809826110957,42.634508348794064
CAMP_319,Email,Mid-Market,478391,0.07949982336624226,38032,4607,872,21008,4386342.35,20779.39047029703,2023-06-22,2023-07-16,24,4.560017364879531,24.091743119266056
CAMP_320,Email,SMB,363617,0.1356977259039044,49342,6969,1176,16120,1419790.23,8707.63169975186,2023-01-18,2023-01-25,7,2.313100875304922,13.70748299319728
CAMP_321,Email,Enterprise,327041,0.1261982442568363,41272,5296,298,13606,4774313.46,34989.765250624725,2023-10-26,2023-11-25,30,2.5691087613293053,45.65771812080537
CAMP_322,Social Media,All,389054,0.016997640430377273,6613,1315,80,9096,303980.71,3241.9163368513637,2023-10-11,2023-11-02,22,6.917110266159696,113.7
CAMP_323,Paid Search,SMB,408390,0.028698058228653983,11720,2468,480,8577,552513.44,6341.802961408417,2023-08-25,2023-10-05,41,3.4752836304700163,17.86875
CAMP_324,Paid Search,Mid-Market,7152,0.03998881431767338,286,57,5,31602,27141.42,-14.114866147712176,2023-11-23,2024-01-20,58,554.421052631579,6320.4
CAMP_325,Webinar,Enterprise,434014,0.0878980862368495,38149,7748,1211,41427,17549320.24,42262.03500132763,2024-02-20,2024-03-13,22,5.346799173980382,34.20891824938068
CAMP_326,Webinar,SMB,216978,0.011296076099881093,2451,262,40,48935,44804.35,-8.441095330540517,2023-06-07,2023-06-14,7,186.77480916030535,1223.375
