ticket_id,customer_id,category,priority,created_date,resolved_date,resolution_time_hours,satisfaction_score,status,ticket_month
TKT_003183,CUST_06002,Feature Request,High,2022-08-23,2022-08-23,15.0,4.0,Resolved,2022-08
TKT_003184,CUST_05717,Bug Report,Low,2022-09-15,2022-09-16,33.0,4.0,Resolved,2022-09
TKT_003185,CUST_01807,Billing,Medium,2023-01-18,2023-01-18,15.0,4.0,Resolved,2023-01
TKT_003186,CUST_05515,Technical,Medium,2022-04-28,2022-04-29,44.0,3.0,Resolved,2022-04
TKT_003187,CUST_01677,Technical,Low,2024-02-20,2024-02-21,31.0,4.0,Resolved,2024-02
TKT_003188,CUST_08302,Account,Low,2024-05-28,2024-05-29,39.0,4.0,Resolved,2024-05
TKT_003189,CUST_07556,Account,Medium,2022-07-19,2022-07-19,10.0,4.0,Resolved,2022-07
TKT_003190,CUST_04761,Feature Request,Low,2023-03-26,2023-03-27,25.0,4.0,Resolved,2023-03
TKT_003191,CUST_01617,Billing,Medium,2023-09-01,2023-09-01,15.0,4.0,Resolved,2023-09
TKT_003192,CUST_09944,Billing,High,2023-03-15,2023-03-15,2.0,4.0,Resolved,2023-03
TKT_003193,CUST_05317,Feature Request,High,2022-09-21,2022-09-21,18.0,4.0,Resolved,2022-09
TKT_003194,CUST_02501,Billing,High,2022-02-06,2022-02-06,16.0,3.0,Resolved,2022-02
TKT_003195,CUST_09921,Bug Report,Critical,2022-05-31,2022-05-31,6.0,3.0,Resolved,2022-05
TKT_003196,CUST_05456,Feature Request,Medium,2023-02-25,2023-02-25,8.0,5.0,Resolved,2023-02
TKT_003197,CUST_02227,Billing,Medium,2023-07-24,2023-07-25,33.0,3.0,Resolved,2023-07
TKT_003198,CUST_06076,Billing,Medium,2024-02-05,2024-02-05,22.0,4.0,Resolved,2024-02
TKT_003199,CUST_01752,Billing,High,2022-02-23,2022-02-23,13.0,4.0,Resolved,2022-02
TKT_003200,CUST_07458,Technical,High,2022-02-24,2022-02-24,14.0,4.0,Resolved,2022-02
TKT_003201,CUST_08714,Billing,Low,2022-09-09,2022-09-10,37.0,3.0,Resolved,2022-09
TKT_003202,CUST_09055,Feature Request,Low,2023-07-05,2023-07-06,30.0,4.0,Resolved,2023-07
TKT_003203,CUST_03185,Account,Low,2023-09-11,2023-09-13,53.0,3.0,Resolved,2023-09
TKT_003204,CUST_02012,Technical,Low,2023-03-22,2023-03-23,40.0,4.0,Resolved,2023-03
TKT_003205,CUST_02299,Billing,Critical,2022-01-03,2022-01-03,2.0,4.0,Resolved,2022-01
TKT_003206,CUST_02405,Account,Medium,2024-04-25,2024-04-26,35.0,4.0,Resolved,2024-04
TKT_003207,CUST_01018,Billing,Medium,2023-06-04,2023-06-05,25.0,4.0,Resolved,2023-06
TKT_003208,CUST_09555,Billing,Medium,2023-07-07,2023-07-07,11.0,4.0,Resolved,2023-07
TKT_003209,CUST_00035,Bug Report,Medium,2023-05-26,2023-05-27,44.0,2.0,Resolved,2023-05
TKT_003210,CUST_00467,Billing,Medium,2022-12-30,2022-12-31,34.0,3.0,Resolved,2022-12
TKT_003211,CUST_04142,Billing,High,2023-08-29,,,,Open,2023-08
TKT_003212,CUST_00450,Billing,Low,2023-09-06,2023-09-07,26.0,4.0,Resolved,2023-09
TKT_003213,CUST_01569,Technical,Low,2023-06-26,2023-06-27,24.0,4.0,Resolved,2023-06
TKT_003214,CUST_04676,Account,Medium,2024-01-13,2024-01-13,12.0,5.0,Resolved,2024-01
TKT_003215,CUST_07532,Account,Low,2024-01-26,2024-01-27,26.0,4.0,Resolved,2024-01
TKT_003216,CUST_06300,Billing,Low,2022-03-04,2022-03-06,69.0,2.0,Resolved,2022-03
TKT_003217,CUST_05728,Account,Low,2022-01-05,2022-01-06,44.0,4.0,Resolved,2022-01
TKT_003218,CUST_03877,Bug Report,High,2022-10-27,2022-10-27,12.0,4.0,Resolved,2022-10
TKT_003219,CUST_00828,Feature Request,Low,2024-01-20,2024-01-22,63.0,3.0,Resolved,2024-01
TKT_003220,CUST_05560,Feature Request,Medium,2023-08-16,2023-08-17,34.0,4.0,Resolved,2023-08
TKT_003221,CUST_09871,Billing,Low,2023-10-06,2023-10-08,64.0,2.0,Resolved,2023-10
TKT_003222,CUST_00397,Account,Critical,2022-11-18,2022-11-18,2.0,4.0,Resolved,2022-11
TKT_003223,CUST_09681,Bug Report,Critical,2023-06-11,2023-06-11,10.0,3.0,Resolved,2023-06
TKT_003224,CUST_00300,Billing,Medium,2023-05-31,2023-05-31,19.0,4.0,Resolved,2023-05
TKT_003225,CUST_06025,Technical,High,2023-06-13,2023-06-13,2.0,4.0,Resolved,2023-06
TKT_003226,CUST_03408,Billing,Critical,2023-07-12,2023-07-12,6.0,3.0,Resolved,2023-07
TKT_003227,CUST_05994,Billing,Low,2023-12-16,2023-12-17,37.0,4.0,Resolved,2023-12
TKT_003228,CUST_04520,Billing,High,2022-12-27,2022-12-27,19.0,3.0,Resolved,2022-12
TKT_003229,CUST_01684,Feature Request,High,2023-06-02,2023-06-02,19.0,4.0,Resolved,2023-06
TKT_003230,CUST_01706,Technical,Medium,2024-03-30,2024-03-31,38.0,4.0,Resolved,2024-03
TKT_003231,CUST_09990,Bug Report,Critical,2022-10-07,2022-10-07,11.0,2.0,Resolved,2022-10
TKT_003232,CUST_08235,Feature Request,Medium,2023-07-19,2023-07-19,9.0,4.0,Resolved,2023-07
TKT_003233,CUST_04486,Feature Request,Medium,2023-11-01,,,,Open,2023-11
TKT_003234,CUST_03598,Technical,Critical,2023-10-22,2023-10-22,4.0,4.0,Resolved,2023-10
TKT_003235,CUST_07116,Technical,Critical,2022-11-18,,,,Open,2022-11
TKT_003236,CUST_05742,Billing,Medium,2023-04-14,,,,Open,2023-04
TKT_003237,CUST_05561,Billing,Medium,2023-02-26,2023-02-26,15.0,4.0,Resolved,2023-02
TKT_003238,CUST_05779,Technical,Critical,2023-04-05,2023-04-05,11.0,3.0,Resolved,2023-04
TKT_003239,CUST_07855,Billing,Medium,2022-06-19,2022-06-20,32.0,3.0,Resolved,2022-06
TKT_003240,CUST_05892,Technical,Medium,2023-08-30,2023-08-31,34.0,3.0,Resolved,2023-08
TKT_003241,CUST_00722,Account,Low,2023-12-08,2023-12-09,42.0,4.0,Resolved,2023-12
TKT_003242,CUST_07546,Billing,Critical,2022-06-24,2022-06-24,3.0,4.0,Resolved,2022-06
TKT_003243,CUST_08818,Account,High,2024-02-12,,,,Open,2024-02
TKT_003244,CUST_07841,Technical,High,2022-10-19,2022-10-19,17.0,3.0,Resolved,2022-10
TKT_003245,CUST_00166,Technical,Low,2022-03-02,2022-03-04,51.0,4.0,Resolved,2022-03
TKT_003246,CUST_09723,Feature Request,Medium,2024-02-18,2024-02-18,13.0,5.0,Resolved,2024-02
TKT_003247,CUST_02465,Billing,Medium,2023-01-12,2023-01-12,23.0,4.0,Resolved,2023-01
TKT_003248,CUST_05734,Feature Request,Medium,2023-11-29,2023-11-30,37.0,3.0,Resolved,2023-11
TKT_003249,CUST_02653,Feature Request,Low,2022-01-12,2022-01-14,68.0,3.0,Resolved,2022-01
TKT_003250,CUST_02459,Feature Request,Medium,2023-05-18,2023-05-19,26.0,4.0,Resolved,2023-05
TKT_003251,CUST_08830,Technical,Medium,2023-12-14,2023-12-14,10.0,4.0,Resolved,2023-12
TKT_003252,CUST_03071,Billing,Critical,2022-09-15,2022-09-15,7.0,3.0,Resolved,2022-09
TKT_003253,CUST_04811,Bug Report,Medium,2023-02-25,2023-02-25,15.0,4.0,Resolved,2023-02
TKT_003254,CUST_02472,Feature Request,Medium,2023-02-06,2023-02-07,31.0,4.0,Resolved,2023-02
TKT_003255,CUST_02723,Account,Medium,2023-01-26,2023-01-26,8.0,4.0,Resolved,2023-01
TKT_003256,CUST_06516,Account,Critical,2023-10-04,2023-10-04,12.0,3.0,Resolved,2023-10
TKT_003257,CUST_08207,Feature Request,Critical,2023-04-25,2023-04-25,2.0,5.0,Resolved,2023-04
TKT_003258,CUST_03242,Technical,Low,2023-06-14,2023-06-16,48.0,3.0,Resolved,2023-06
TKT_003259,CUST_09924,Billing,Low,2023-10-19,2023-10-21,61.0,3.0,Resolved,2023-10
TKT_003260,CUST_05794,Account,Medium,2022-03-26,2022-03-26,14.0,4.0,Resolved,2022-03
TKT_003261,CUST_00002,Technical,Medium,2024-05-30,2024-05-30,17.0,5.0,Resolved,2024-05
TKT_003262,CUST_09216,Billing,High,2023-08-17,2023-08-17,3.0,4.0,Resolved,2023-08
TKT_003263,CUST_09663,Technical,High,2024-05-01,2024-05-01,11.0,4.0,Resolved,2024-05
TKT_003264,CUST_09627,Technical,Medium,2024-04-07,2024-04-08,35.0,3.0,Resolved,2024-04
TKT_003265,CUST_08256,Billing,Medium,2024-03-10,,,,Open,2024-03
TKT_003266,CUST_07587,Account,High,2023-05-17,2023-05-17,7.0,4.0,Resolved,2023-05
TKT_003267,CUST_04528,Technical,High,2022-10-02,2022-10-02,2.0,5.0,Resolved,2022-10
TKT_003268,CUST_02255,Feature Request,Medium,2024-01-09,2024-01-09,23.0,4.0,Resolved,2024-01
TKT_003269,CUST_04003,Billing,Medium,2022-11-30,2022-12-01,27.0,3.0,Resolved,2022-11
TKT_003270,CUST_04455,Technical,Medium,2022-07-19,2022-07-20,38.0,4.0,Resolved,2022-07
TKT_003271,CUST_03746,Billing,Low,2022-09-11,2022-09-13,71.0,3.0,Resolved,2022-09
TKT_003272,CUST_08182,Technical,Medium,2022-03-25,2022-03-25,19.0,4.0,Resolved,2022-03
TKT_003273,CUST_08569,Billing,High,2022-07-16,2022-07-16,15.0,3.0,Resolved,2022-07
TKT_003274,CUST_05442,Bug Report,Medium,2022-05-26,2022-05-27,30.0,3.0,Resolved,2022-05
TKT_003275,CUST_06118,Bug Report,High,2023-06-01,2023-06-01,6.0,4.0,Resolved,2023-06
TKT_003276,CUST_01571,Account,Low,2023-03-04,,,,Open,2023-03
TKT_003277,CUST_02700,Feature Request,Critical,2023-11-02,2023-11-02,5.0,4.0,Resolved,2023-11
TKT_003278,CUST_03172,Billing,Low,2022-12-08,2022-12-10,66.0,3.0,Resolved,2022-12
TKT_003279,CUST_04513,Billing,Low,2023-12-22,2023-12-23,33.0,4.0,Resolved,2023-12
TKT_003280,CUST_05615,Bug Report,Critical,2024-03-26,2024-03-26,6.0,4.0,Resolved,2024-03
TKT_003281,CUST_06023,Bug Report,Medium,2022-06-02,2022-06-02,20.0,4.0,Resolved,2022-06
TKT_003282,CUST_03126,Billing,Medium,2023-12-12,2023-12-13,40.0,3.0,Resolved,2023-12
TKT_003283,CUST_07013,Billing,Medium,2023-05-04,2023-05-05,40.0,3.0,Resolved,2023-05
TKT_003284,CUST_05355,Technical,Medium,2023-04-19,2023-04-20,42.0,4.0,Resolved,2023-04
TKT_003285,CUST_04320,Technical,Low,2024-04-14,2024-04-15,46.0,4.0,Resolved,2024-04
TKT_003286,CUST_06612,Technical,Low,2024-05-25,2024-05-26,36.0,4.0,Resolved,2024-05
TKT_003287,CUST_08447,Billing,Critical,2023-08-04,2023-08-04,4.0,4.0,Resolved,2023-08
TKT_003288,CUST_01058,Billing,Medium,2023-12-23,2023-12-24,45.0,2.0,Resolved,2023-12
TKT_003289,CUST_05518,Bug Report,Low,2023-09-07,2023-09-08,39.0,3.0,Resolved,2023-09
TKT_003290,CUST_09532,Account,Low,2023-10-04,2023-10-06,61.0,4.0,Resolved,2023-10
TKT_003291,CUST_09281,Feature Request,Medium,2022-02-03,2022-02-03,16.0,5.0,Resolved,2022-02
TKT_003292,CUST_02160,Technical,Medium,2023-12-20,2023-12-21,45.0,3.0,Resolved,2023-12
TKT_003293,CUST_08068,Billing,Low,2023-09-30,2023-10-02,49.0,3.0,Resolved,2023-09
TKT_003294,CUST_06273,Feature Request,Low,2024-04-29,2024-05-01,67.0,3.0,Resolved,2024-04
TKT_003295,CUST_06117,Billing,High,2022-07-09,2022-07-09,4.0,4.0,Resolved,2022-07
TKT_003296,CUST_00804,Feature Request,Medium,2022-04-17,,,,Open,2022-04
TKT_003297,CUST_08044,Account,High,2022-11-01,2022-11-01,15.0,3.0,Resolved,2022-11
TKT_003298,CUST_05550,Technical,Critical,2023-11-26,2023-11-26,8.0,4.0,Resolved,2023-11
TKT_003299,CUST_08939,Billing,High,2023-04-30,2023-04-30,3.0,4.0,Resolved,2023-04
TKT_003300,CUST_06220,Account,Low,2024-04-30,2024-05-02,50.0,3.0,Resolved,2024-04
TKT_003301,CUST_09790,Technical,Medium,2022-05-30,2022-05-31,28.0,4.0,Resolved,2022-05
TKT_003302,CUST_08447,Bug Report,High,2022-02-21,2022-02-21,20.0,3.0,Resolved,2022-02
TKT_003303,CUST_06596,Billing,Medium,2023-08-04,2023-08-05,33.0,3.0,Resolved,2023-08
TKT_003304,CUST_01462,Billing,High,2023-10-07,,,,Open,2023-10
TKT_003305,CUST_08891,Feature Request,Medium,2022-08-09,2022-08-09,15.0,5.0,Resolved,2022-08
TKT_003306,CUST_08130,Feature Request,Medium,2023-11-05,2023-11-06,34.0,4.0,Resolved,2023-11
TKT_003307,CUST_03374,Account,High,2022-11-23,2022-11-23,9.0,4.0,Resolved,2022-11
TKT_003308,CUST_09477,Feature Request,Critical,2023-09-12,2023-09-12,7.0,3.0,Resolved,2023-09
TKT_003309,CUST_04373,Feature Request,High,2022-03-30,2022-03-30,13.0,4.0,Resolved,2022-03
TKT_003310,CUST_06914,Billing,Medium,2022-03-10,2022-03-11,31.0,3.0,Resolved,2022-03
TKT_003311,CUST_02361,Technical,Critical,2022-09-17,2022-09-17,3.0,5.0,Resolved,2022-09
TKT_003312,CUST_06823,Feature Request,Low,2024-01-20,2024-01-21,32.0,4.0,Resolved,2024-01
TKT_003313,CUST_00621,Technical,Low,2023-07-25,2023-07-26,26.0,4.0,Resolved,2023-07
TKT_003314,CUST_03929,Bug Report,Medium,2023-12-28,2023-12-28,19.0,4.0,Resolved,2023-12
TKT_003315,CUST_09895,Technical,Low,2023-02-04,2023-02-05,29.0,5.0,Resolved,2023-02
TKT_003316,CUST_08925,Billing,Medium,2024-05-04,2024-05-05,40.0,3.0,Resolved,2024-05
TKT_003317,CUST_04318,Account,Medium,2024-03-06,2024-03-07,43.0,3.0,Resolved,2024-03
TKT_003318,CUST_08634,Billing,Medium,2023-04-15,,,,Open,2023-04
TKT_003319,CUST_08394,Technical,Medium,2022-02-20,2022-02-21,43.0,3.0,Resolved,2022-02
TKT_003320,CUST_01668,Technical,Medium,2022-04-05,2022-04-05,21.0,4.0,Resolved,2022-04
TKT_003321,CUST_03342,Account,Medium,2023-06-04,2023-06-04,13.0,5.0,Resolved,2023-06
TKT_003322,CUST_09684,Technical,Medium,2024-02-27,2024-02-28,36.0,4.0,Resolved,2024-02
TKT_003323,CUST_02397,Billing,High,2023-01-11,2023-01-11,4.0,4.0,Resolved,2023-01
TKT_003324,CUST_00335,Account,Medium,2022-08-27,2022-08-28,40.0,3.0,Resolved,2022-08
TKT_003325,CUST_03692,Technical,Critical,2023-09-30,2023-09-30,10.0,3.0,Resolved,2023-09
TKT_003326,CUST_07519,Billing,Low,2022-10-01,2022-10-03,71.0,2.0,Resolved,2022-10
TKT_003327,CUST_07928,Account,Critical,2023-07-19,2023-07-19,1.0,5.0,Resolved,2023-07
TKT_003328,CUST_06127,Feature Request,Low,2023-07-13,2023-07-14,44.0,4.0,Resolved,2023-07
TKT_003329,CUST_00971,Technical,Medium,2023-09-26,2023-09-26,10.0,4.0,Resolved,2023-09
TKT_003330,CUST_09517,Technical,Medium,2024-03-06,,,,Open,2024-03
TKT_003331,CUST_01458,Feature Request,High,2024-04-26,2024-04-26,13.0,4.0,Resolved,2024-04
TKT_003332,CUST_00774,Technical,Medium,2023-09-18,2023-09-18,18.0,4.0,Resolved,2023-09
TKT_003333,CUST_05006,Billing,High,2023-11-26,2023-11-26,14.0,3.0,Resolved,2023-11
TKT_003334,CUST_06025,Billing,Low,2022-08-23,2022-08-24,37.0,3.0,Resolved,2022-08
TKT_003335,CUST_00480,Bug Report,High,2023-06-02,2023-06-02,23.0,2.0,Resolved,2023-06
TKT_003336,CUST_07106,Feature Request,Critical,2023-12-28,2023-12-28,2.0,4.0,Resolved,2023-12
TKT_003337,CUST_01605,Billing,Medium,2024-05-23,2024-05-24,44.0,3.0,Resolved,2024-05
TKT_003338,CUST_03837,Technical,Medium,2023-05-21,2023-05-21,20.0,4.0,Resolved,2023-05
TKT_003339,CUST_00187,Technical,Medium,2023-05-01,2023-05-02,34.0,3.0,Resolved,2023-05
TKT_003340,CUST_00936,Billing,High,2023-12-13,2023-12-14,24.0,3.0,Resolved,2023-12
TKT_003341,CUST_08012,Technical,Medium,2024-03-07,2024-03-07,23.0,4.0,Resolved,2024-03
TKT_003342,CUST_07649,Technical,Medium,2023-01-23,2023-01-24,31.0,4.0,Resolved,2023-01
TKT_003343,CUST_02265,Billing,Low,2022-05-26,2022-05-27,26.0,4.0,Resolved,2022-05
TKT_003344,CUST_01844,Technical,Low,2023-08-05,2023-08-06,43.0,3.0,Resolved,2023-08
TKT_003345,CUST_04683,Feature Request,Medium,2024-01-16,2024-01-17,40.0,3.0,Resolved,2024-01
TKT_003346,CUST_00951,Technical,Low,2023-05-25,2023-05-27,60.0,3.0,Resolved,2023-05
TKT_003347,CUST_04401,Account,Low,2022-02-03,2022-02-04,43.0,3.0,Resolved,2022-02
TKT_003348,CUST_02515,Technical,High,2022-03-21,2022-03-21,23.0,3.0,Resolved,2022-03
TKT_003349,CUST_01341,Feature Request,Medium,2022-06-28,2022-06-29,25.0,4.0,Resolved,2022-06
TKT_003350,CUST_07463,Billing,Medium,2023-09-25,2023-09-26,29.0,3.0,Resolved,2023-09
TKT_003351,CUST_02009,Technical,High,2023-10-02,2023-10-02,22.0,3.0,Resolved,2023-10
TKT_003352,CUST_06602,Technical,Medium,2023-10-31,2023-11-01,41.0,3.0,Resolved,2023-10
TKT_003353,CUST_08179,Technical,Critical,2023-10-09,2023-10-09,11.0,3.0,Resolved,2023-10
TKT_003354,CUST_07586,Account,Critical,2022-05-02,2022-05-02,9.0,4.0,Resolved,2022-05
TKT_003355,CUST_07561,Account,High,2022-10-29,2022-10-29,22.0,4.0,Resolved,2022-10
TKT_003356,CUST_01831,Account,Medium,2024-02-08,2024-02-09,33.0,4.0,Resolved,2024-02
TKT_003357,CUST_02185,Technical,Critical,2022-03-17,2022-03-17,8.0,4.0,Resolved,2022-03
TKT_003358,CUST_07842,Account,Medium,2023-02-23,2023-02-24,24.0,4.0,Resolved,2023-02
TKT_003359,CUST_08499,Feature Request,Low,2023-10-07,2023-10-08,28.0,4.0,Resolved,2023-10
TKT_003360,CUST_00731,Feature Request,Medium,2022-12-11,2022-12-11,9.0,5.0,Resolved,2022-12
TKT_003361,CUST_05627,Account,Low,2022-11-08,2022-11-09,37.0,4.0,Resolved,2022-11
TKT_003362,CUST_00978,Account,High,2023-01-07,2023-01-07,22.0,3.0,Resolved,2023-01
TKT_003363,CUST_04595,Feature Request,Low,2023-07-09,2023-07-10,25.0,4.0,Resolved,2023-07
TKT_003364,CUST_09061,Technical,Medium,2022-07-27,2022-07-28,41.0,4.0,Resolved,2022-07
TKT_003365,CUST_08784,Billing,Medium,2024-05-07,2024-05-08,28.0,4.0,Resolved,2024-05
TKT_003366,CUST_02253,Technical,Low,2023-12-03,2023-12-05,66.0,4.0,Resolved,2023-12
TKT_003367,CUST_05918,Account,Medium,2023-02-07,2023-02-08,24.0,4.0,Resolved,2023-02
TKT_003368,CUST_09884,Technical,Medium,2023-01-18,2023-01-18,18.0,4.0,Resolved,2023-01
TKT_003369,CUST_08638,Feature Request,High,2024-05-19,2024-05-19,7.0,4.0,Resolved,2024-05
TKT_003370,CUST_01141,Feature Request,High,2022-10-14,2022-10-14,10.0,4.0,Resolved,2022-10
TKT_003371,CUST_06675,Technical,Low,2023-09-23,2023-09-24,39.0,4.0,Resolved,2023-09
TKT_003372,CUST_05695,Account,Medium,2023-07-07,2023-07-08,30.0,4.0,Resolved,2023-07
TKT_003373,CUST_05865,Billing,Low,2022-08-01,2022-08-02,39.0,3.0,Resolved,2022-08
TKT_003374,CUST_04811,Billing,Medium,2023-04-11,2023-04-12,27.0,4.0,Resolved,2023-04
TKT_003375,CUST_04706,Billing,Medium,2024-05-22,2024-05-23,35.0,3.0,Resolved,2024-05
TKT_003376,CUST_01927,Feature Request,Medium,2024-03-15,2024-03-15,19.0,5.0,Resolved,2024-03
TKT_003377,CUST_09757,Technical,Low,2024-01-14,2024-01-16,70.0,3.0,Resolved,2024-01
TKT_003378,CUST_06803,Billing,High,2023-03-22,2023-03-22,22.0,2.0,Resolved,2023-03
TKT_003379,CUST_09791,Technical,Medium,2023-11-30,2023-12-01,27.0,3.0,Resolved,2023-11
TKT_003380,CUST_01581,Billing,High,2023-10-23,2023-10-23,19.0,3.0,Resolved,2023-10
TKT_003381,CUST_01013,Feature Request,Low,2023-10-16,2023-10-17,33.0,4.0,Resolved,2023-10
TKT_003382,CUST_02193,Billing,Critical,2022-06-03,2022-06-03,8.0,3.0,Resolved,2022-06
TKT_003383,CUST_05978,Feature Request,Medium,2022-10-07,2022-10-07,23.0,4.0,Resolved,2022-10
TKT_003384,CUST_02701,Bug Report,Medium,2024-05-25,2024-05-25,18.0,3.0,Resolved,2024-05
TKT_003385,CUST_04708,Billing,High,2022-01-18,2022-01-18,16.0,3.0,Resolved,2022-01
TKT_003386,CUST_04989,Technical,Critical,2023-09-16,2023-09-16,8.0,3.0,Resolved,2023-09
TKT_003387,CUST_06298,Technical,Medium,2022-12-04,2022-12-04,10.0,5.0,Resolved,2022-12
TKT_003388,CUST_06831,Feature Request,Low,2024-03-25,2024-03-26,28.0,5.0,Resolved,2024-03
TKT_003389,CUST_08276,Bug Report,High,2023-02-22,2023-02-22,6.0,4.0,Resolved,2023-02
TKT_003390,CUST_02571,Billing,Low,2023-10-12,2023-10-13,43.0,3.0,Resolved,2023-10
TKT_003391,CUST_04259,Technical,Low,2022-08-21,2022-08-22,37.0,4.0,Resolved,2022-08
TKT_003392,CUST_02960,Technical,Medium,2024-05-20,2024-05-21,34.0,3.0,Resolved,2024-05
TKT_003393,CUST_04141,Feature Request,Medium,2024-02-06,2024-02-07,34.0,4.0,Resolved,2024-02
TKT_003394,CUST_09103,Technical,Low,2024-03-24,2024-03-25,33.0,4.0,Resolved,2024-03
TKT_003395,CUST_02790,Account,Medium,2024-02-06,2024-02-06,12.0,4.0,Resolved,2024-02
TKT_003396,CUST_03085,Billing,High,2022-05-10,2022-05-10,20.0,3.0,Resolved,2022-05
TKT_003397,CUST_01931,Feature Request,Low,2024-05-16,2024-05-18,67.0,3.0,Resolved,2024-05
TKT_003398,CUST_07210,Billing,Critical,2023-08-15,2023-08-15,6.0,4.0,Resolved,2023-08
TKT_003399,CUST_06254,Technical,Low,2023-04-29,2023-05-01,68.0,3.0,Resolved,2023-04
TKT_003400,CUST_01791,Technical,Medium,2023-10-23,2023-10-23,20.0,5.0,Resolved,2023-10
TKT_003401,CUST_02133,Feature Request,Medium,2022-08-26,2022-08-26,16.0,5.0,Resolved,2022-08
TKT_003402,CUST_04238,Bug Report,Low,2022-06-09,2022-06-11,51.0,3.0,Resolved,2022-06
TKT_003403,CUST_04825,Technical,Medium,2022-02-09,2022-02-10,37.0,4.0,Resolved,2022-02
TKT_003404,CUST_02769,Technical,Medium,2023-03-04,2023-03-05,37.0,3.0,Resolved,2023-03
TKT_003405,CUST_04416,Technical,Medium,2024-02-04,2024-02-04,12.0,5.0,Resolved,2024-02
TKT_003406,CUST_08427,Technical,Medium,2023-12-18,2023-12-19,31.0,3.0,Resolved,2023-12
TKT_003407,CUST_07252,Billing,Medium,2023-11-15,2023-11-16,47.0,2.0,Resolved,2023-11
TKT_003408,CUST_00608,Billing,Critical,2022-09-06,2022-09-06,5.0,4.0,Resolved,2022-09
TKT_003409,CUST_01483,Feature Request,Low,2022-04-24,2022-04-26,69.0,3.0,Resolved,2022-04
TKT_003410,CUST_05369,Billing,Medium,2024-04-02,2024-04-02,14.0,4.0,Resolved,2024-04
TKT_003411,CUST_03325,Feature Request,Medium,2023-12-26,2023-12-26,19.0,4.0,Resolved,2023-12
TKT_003412,CUST_02539,Technical,Critical,2022-02-28,2022-02-28,9.0,3.0,Resolved,2022-02
TKT_003413,CUST_00763,Technical,Medium,2023-11-11,2023-11-12,42.0,3.0,Resolved,2023-11
TKT_003414,CUST_07507,Billing,Medium,2023-11-30,2023-11-30,13.0,4.0,Resolved,2023-11
TKT_003415,CUST_07419,Billing,Medium,2024-04-15,2024-04-15,13.0,4.0,Resolved,2024-04
TKT_003416,CUST_08257,Technical,Medium,2022-09-08,2022-09-08,21.0,4.0,Resolved,2022-09
TKT_003417,CUST_01368,Feature Request,Low,2022-05-26,2022-05-27,41.0,4.0,Resolved,2022-05
TKT_003418,CUST_04687,Technical,High,2022-10-29,2022-10-29,8.0,4.0,Resolved,2022-10
TKT_003419,CUST_06983,Technical,Medium,2022-02-09,2022-02-09,22.0,4.0,Resolved,2022-02
TKT_003420,CUST_09750,Bug Report,Medium,2022-12-01,2022-12-02,29.0,4.0,Resolved,2022-12
TKT_003421,CUST_08447,Billing,Low,2024-04-19,2024-04-20,46.0,3.0,Resolved,2024-04
TKT_003422,CUST_00115,Billing,Low,2022-01-23,2022-01-25,68.0,2.0,Resolved,2022-01
TKT_003423,CUST_09062,Account,High,2022-09-26,2022-09-26,2.0,5.0,Resolved,2022-09
TKT_003424,CUST_04332,Billing,Low,2022-01-03,2022-01-04,27.0,4.0,Resolved,2022-01
TKT_003425,CUST_07750,Technical,Low,2023-09-25,2023-09-27,62.0,3.0,Resolved,2023-09
TKT_003426,CUST_00475,Technical,Low,2023-12-22,2023-12-24,51.0,4.0,Resolved,2023-12
TKT_003427,CUST_05205,Bug Report,Low,2022-10-05,2022-10-07,50.0,3.0,Resolved,2022-10
TKT_003428,CUST_01489,Billing,Medium,2022-09-21,2022-09-22,35.0,3.0,Resolved,2022-09
TKT_003429,CUST_07590,Feature Request,Critical,2024-03-07,2024-03-07,4.0,4.0,Resolved,2024-03
TKT_003430,CUST_04526,Technical,Medium,2022-07-28,2022-07-29,42.0,3.0,Resolved,2022-07
TKT_003431,CUST_07561,Technical,Low,2023-09-05,,,,Open,2023-09
TKT_003432,CUST_04700,Account,Medium,2023-05-29,2023-05-30,33.0,4.0,Resolved,2023-05
TKT_003433,CUST_03044,Account,Low,2023-10-12,2023-10-14,67.0,3.0,Resolved,2023-10
TKT_003434,CUST_04262,Feature Request,Medium,2022-02-11,2022-02-12,44.0,3.0,Resolved,2022-02
TKT_003435,CUST_01638,Feature Request,Medium,2024-01-22,2024-01-22,14.0,4.0,Resolved,2024-01
TKT_003436,CUST_00964,Feature Request,Low,2022-12-24,2022-12-25,30.0,5.0,Resolved,2022-12
TKT_003437,CUST_07675,Feature Request,Medium,2022-05-29,2022-05-30,34.0,3.0,Resolved,2022-05
TKT_003438,CUST_01152,Bug Report,Medium,2024-02-12,2024-02-13,27.0,3.0,Resolved,2024-02
TKT_003439,CUST_03527,Technical,Medium,2024-04-10,2024-04-11,45.0,3.0,Resolved,2024-04
TKT_003440,CUST_05603,Feature Request,Low,2022-09-27,2022-09-28,31.0,4.0,Resolved,2022-09
TKT_003441,CUST_03343,Billing,Medium,2024-04-12,2024-04-12,17.0,4.0,Resolved,2024-04
TKT_003442,CUST_05175,Technical,High,2023-07-24,2023-07-24,3.0,5.0,Resolved,2023-07
TKT_003443,CUST_05609,Technical,High,2022-10-26,2022-10-26,19.0,4.0,Resolved,2022-10
TKT_003444,CUST_05456,Billing,High,2022-08-10,2022-08-10,15.0,4.0,Resolved,2022-08
