campaign_id,channel,target_segment,impressions,ctr,clicks,leads,conversions,cost,revenue_generated,roi,start_date,end_date
CAMP_233,Email,Mid-Market,324741,0.1172,38059,8079,593,44668,3413835.82,7542.69,2023-04-04,2023-06-03
CAMP_234,Email,All,309984,0.0856,26534,6141,481,10641,1804327.14,16856.37,2023-01-24,2023-03-13
CAMP_235,Email,SMB,243297,0.1423,34621,3871,200,32747,275642.99,741.74,2024-03-01,2024-03-22
CAMP_236,Content Marketing,SMB,197174,0.0897,17686,3086,330,41836,426540.34,919.55,2023-08-03,2023-09-15
CAMP_237,Social Media,Mid-Market,440396,0.0498,21931,1718,342,16153,1471795.81,9011.59,2023-10-12,2023-11-19
CAMP_238,Social Media,Mid-Market,406181,0.0386,15678,3870,373,19141,1915528.04,9907.46,2023-10-25,2023-11-06
CAMP_239,Webinar,Mid-Market,84563,0.1206,10198,703,110,47635,609365.07,1179.24,2023-11-20,2023-11-30
CAMP_240,Webinar,SMB,109688,0.0958,10508,541,104,37881,116259.22,206.91,2023-12-29,2024-01-21
CAMP_241,Email,Enterprise,142469,0.0784,11169,1807,172,36753,2221292.49,5943.84,2023-02-20,2023-04-05
CAMP_242,Social Media,Mid-Market,406973,0.1208,49162,10643,1718,24344,8646111.2,35416.4,2023-09-25,2023-11-02
CAMP_243,Email,All,63520,0.0321,2038,195,18,16789,80097.91,377.09,2023-10-03,2023-11-14
CAMP_244,Content Marketing,SMB,297219,0.0751,22321,2702,261,11790,267900.69,2172.27,2023-12-20,2024-01-16
CAMP_245,Webinar,All,117182,0.0539,6316,732,105,38801,440622.37,1035.6,2023-02-16,2023-04-17
CAMP_246,Content Marketing,Mid-Market,148554,0.0148,2198,484,51,23688,273445.24,1054.36,2023-07-18,2023-08-19
CAMP_247,Email,Enterprise,19026,0.0123,234,18,2,22918,31733.78,38.47,2024-02-05,2024-03-25
CAMP_248,Content Marketing,Enterprise,258040,0.0413,10657,1470,275,20179,3410953.4,16803.48,2023-11-24,2023-12-31
CAMP_249,Paid Search,SMB,258151,0.0461,11900,2946,260,10583,362711.13,3327.3,2023-05-06,2023-06-26
CAMP_250,Webinar,Enterprise,99585,0.0596,5935,1079,194,14774,2526414.34,17000.41,2023-09-21,2023-11-14
CAMP_251,Paid Search,SMB,453648,0.0958,43459,4800,610,3575,803977.54,22388.88,2023-07-08,2023-08-13
CAMP_252,Social Media,Enterprise,135136,0.0377,5094,749,145,12829,2585684.0,20054.99,2024-02-02,2024-02-23
CAMP_253,Email,Mid-Market,233253,0.0192,4478,381,45,44011,195544.05,344.31,2023-08-03,2023-09-09
CAMP_254,Social Media,All,131884,0.1445,19057,1757,120,46772,433556.28,826.96,2023-11-18,2023-12-24
CAMP_255,Paid Search,All,353433,0.0901,31844,6287,996,6195,3405088.09,54865.1,2024-01-28,2024-03-09
CAMP_256,Social Media,Mid-Market,267885,0.0444,11894,1342,164,20818,788345.88,3686.85,2023-12-31,2024-02-18
CAMP_257,Paid Search,All,482005,0.0379,18267,3714,445,13455,1754583.46,12940.38,2023-02-18,2023-04-07
CAMP_258,Content Marketing,Enterprise,390480,0.0675,26357,4891,488,5287,8143078.54,153920.78,2023-03-08,2023-03-28
CAMP_259,Paid Search,Enterprise,163474,0.0471,7699,1084,145,41147,2208959.6,5268.46,2023-04-14,2023-06-11
CAMP_260,Content Marketing,Enterprise,208626,0.0511,10660,653,89,5159,1354552.02,26156.1,2024-02-26,2024-04-17
CAMP_261,Email,SMB,33843,0.1421,4809,512,84,35359,87041.64,146.17,2023-03-03,2023-04-27
CAMP_262,Email,Enterprise,197534,0.1403,27714,2916,192,3448,3308157.81,95844.25,2023-06-18,2023-08-14
CAMP_263,Webinar,Enterprise,44624,0.1091,4868,980,81,19605,1323246.55,6649.54,2023-09-09,2023-09-21
CAMP_264,Paid Search,Mid-Market,434129,0.149,64685,12375,1298,41784,6970204.12,16581.51,2023-12-30,2024-02-02
CAMP_265,Email,SMB,281279,0.1433,40307,5269,837,26631,804674.56,2921.57,2023-11-09,2023-11-27
CAMP_266,Email,All,91133,0.076,6926,506,98,30498,383656.07,1157.97,2023-06-09,2023-07-04
CAMP_267,Content Marketing,Mid-Market,30484,0.0355,1082,223,40,39602,233467.11,489.53,2023-04-06,2023-05-26
CAMP_268,Content Marketing,All,59363,0.0482,2861,321,64,42720,243629.09,470.29,2024-01-26,2024-03-12
CAMP_269,Social Media,Enterprise,476239,0.0879,41861,4230,734,13554,12881883.86,94941.2,2023-01-08,2023-02-10
CAMP_270,Social Media,All,217710,0.0492,10711,1606,269,21288,1002188.85,4607.76,2023-07-01,2023-07-16
CAMP_271,Paid Search,Mid-Market,488039,0.0611,29819,6144,960,38114,4982943.28,12973.79,2023-06-23,2023-07-27
CAMP_272,Social Media,SMB,62297,0.1273,7930,641,75,34222,85796.0,150.7,2023-07-20,2023-08-19
CAMP_273,Content Marketing,Enterprise,465468,0.0831,38680,3513,231,7370,3782428.44,51221.96,2023-09-11,2023-10-22
CAMP_274,Email,Enterprise,189337,0.0806,15260,3181,633,31826,10777264.18,33763.08,2024-02-02,2024-03-21
CAMP_275,Paid Search,All,189944,0.1013,19241,3605,648,43754,2319689.42,5201.66,2023-08-06,2023-08-13
CAMP_276,Email,All,408451,0.072,29408,5931,399,24866,1884209.63,7477.45,2023-07-10,2023-09-01
CAMP_277,Email,Mid-Market,412662,0.0352,14525,2421,182,20719,776626.23,3648.38,2023-09-16,2023-11-01
CAMP_278,Social Media,Mid-Market,233954,0.1279,29922,6726,470,10375,1965927.81,18848.7,2023-12-20,2024-01-31
CAMP_279,Webinar,Mid-Market,442367,0.1031,45608,4834,272,6545,1585863.01,24130.15,2023-07-21,2023-08-27
CAMP_280,Content Marketing,All,2948,0.1075,316,68,4,48191,16002.47,-66.79,2023-05-02,2023-05-11
CAMP_281,Email,Mid-Market,130294,0.1212,15791,2360,290,23848,1526142.97,6299.46,2024-01-14,2024-02-10
CAMP_282,Social Media,Enterprise,372735,0.0662,24675,4368,379,7015,6178158.04,87970.68,2024-01-31,2024-03-01
CAMP_283,Social Media,Enterprise,97639,0.083,8104,2020,359,43169,5612329.34,12900.83,2023-04-01,2023-04-25
CAMP_284,Webinar,Mid-Market,400031,0.0173,6920,1047,78,623,421611.53,67574.4,2023-01-26,2023-02-05
CAMP_285,Content Marketing,All,496156,0.0647,32101,7061,1195,22968,5684350.59,24649.0,2024-02-20,2024-03-13
CAMP_286,Paid Search,Mid-Market,475680,0.0146,6944,1705,295,18572,1669248.25,8887.98,2023-05-13,2023-05-28
CAMP_287,Content Marketing,All,273545,0.0537,14689,1127,172,29880,651989.23,2082.03,2023-04-07,2023-06-04
CAMP_288,Social Media,All,302427,0.1186,35867,4258,221,7184,921126.35,12721.91,2023-06-22,2023-07-17
CAMP_289,Social Media,Mid-Market,131075,0.0942,12347,1869,288,36505,1572521.13,4207.69,2023-03-04,2023-04-09
CAMP_290,Email,All,194681,0.0596,11602,2556,392,11489,1795992.05,15532.27,2023-12-07,2023-12-29
CAMP_291,Email,All,178449,0.0747,13330,2371,325,17850,1346930.94,7445.83,2023-06-10,2023-06-30
CAMP_292,Content Marketing,Mid-Market,25830,0.0901,2327,210,33,22498,139287.04,519.11,2024-01-01,2024-01-18
CAMP_293,Social Media,Mid-Market,420367,0.0887,37286,4789,472,25879,2604326.04,9963.47,2023-09-07,2023-11-06
CAMP_294,Email,Mid-Market,218026,0.0172,3750,420,40,33604,222133.77,561.03,2023-07-30,2023-08-11
CAMP_295,Social Media,Mid-Market,14037,0.0684,960,75,4,22646,17527.27,-22.6,2023-03-29,2023-05-12
CAMP_296,Paid Search,Enterprise,33924,0.1144,3880,528,87,27484,1445626.56,5159.88,2023-08-08,2023-10-04
CAMP_297,Email,Mid-Market,37605,0.0259,973,241,15,34874,72254.14,107.19,2023-02-23,2023-04-09
CAMP_298,Paid Search,Mid-Market,123204,0.1195,14722,2452,412,6257,1718821.45,27370.38,2023-11-11,2023-12-15
CAMP_299,Paid Search,Mid-Market,155681,0.0867,13497,3171,528,37511,3036622.19,7995.28,2023-08-25,2023-10-05
CAMP_300,Paid Search,Enterprise,385638,0.1491,57498,7931,1499,23391,23499112.5,100362.2,2023-05-29,2023-06-26
CAMP_301,Email,All,49852,0.0188,937,52,5,45092,22878.84,-49.26,2023-09-23,2023-11-10
CAMP_302,Social Media,All,220747,0.0347,7659,996,82,3520,369747.24,10404.18,2023-06-19,2023-07-08
CAMP_303,Email,Mid-Market,135263,0.0302,4084,314,48,10217,229223.74,2143.55,2023-08-04,2023-08-19
CAMP_304,Email,All,356096,0.1206,42945,2562,377,8892,1258592.25,14054.21,2023-01-02,2023-01-29
CAMP_305,Paid Search,SMB,305161,0.0792,24168,4128,438,32856,547992.3,1567.86,2023-03-20,2023-04-21
CAMP_306,Email,Mid-Market,86079,0.1274,10966,2174,336,34469,1515659.55,4297.17,2023-05-01,2023-05-26
CAMP_307,Social Media,SMB,17696,0.015,265,36,7,9975,8748.28,-12.3,2023-02-16,2023-03-04
CAMP_308,Webinar,Mid-Market,220394,0.0603,13289,3175,596,16459,3524342.6,21312.86,2023-08-16,2023-09-16
CAMP_309,Paid Search,All,13603,0.0727,988,59,7,13159,29142.86,121.47,2023-07-05,2023-08-16
CAMP_310,Paid Search,All,399680,0.1176,47002,7542,1335,29725,5604526.24,18754.59,2023-04-03,2023-04-22
CAMP_311,Email,Mid-Market,424422,0.1021,43333,8209,1518,8787,8570869.48,97440.34,2024-01-17,2024-03-08
CAMP_312,Paid Search,SMB,484661,0.0267,12940,1378,177,29641,176865.62,496.69,2023-09-14,2023-09-28
CAMP_313,Email,Enterprise,103489,0.1494,15461,3058,159,15646,2711409.69,17229.73,2024-02-22,2024-04-13
CAMP_314,Social Media,Mid-Market,58047,0.0275,1596,350,69,28184,316675.47,1023.6,2023-03-29,2023-05-28
CAMP_315,Paid Search,Mid-Market,27476,0.1222,3357,520,41,19521,233666.01,1097.0,2023-12-26,2024-01-12
CAMP_316,Social Media,All,172152,0.0569,9795,1151,144,34655,579765.51,1572.96,2023-02-27,2023-04-22
CAMP_317,Social Media,SMB,326454,0.107,34930,6568,412,20924,586965.06,2705.22,2023-08-10,2023-09-30
CAMP_318,Social Media,SMB,416572,0.0423,17620,3623,539,22980,591690.98,2474.81,2023-08-14,2023-09-01
CAMP_319,Email,Mid-Market,478391,0.0795,38032,4607,872,21008,4386342.35,20779.39,2023-06-22,2023-07-16
CAMP_320,Email,SMB,363617,0.1357,49342,6969,1176,16120,1419790.23,8707.63,2023-01-18,2023-01-25
CAMP_321,Email,Enterprise,327041,0.1262,41272,5296,298,13606,4774313.46,34989.77,2023-10-26,2023-11-25
CAMP_322,Social Media,All,389054,0.017,6613,1315,80,9096,303980.71,3241.92,2023-10-11,2023-11-02
CAMP_323,Paid Search,SMB,408390,0.0287,11720,2468,480,8577,552513.44,6341.8,2023-08-25,2023-10-05
CAMP_324,Paid Search,Mid-Market,7152,0.0401,286,57,5,31602,27141.42,-14.11,2023-11-23,2024-01-20
CAMP_325,Webinar,Enterprise,434014,0.0879,38149,7748,1211,41427,17549320.24,42262.04,2024-02-20,2024-03-13
CAMP_326,Webinar,SMB,216978,0.0113,2451,262,40,48935,44804.35,-8.44,2023-06-07,2023-06-14
CAMP_327,Email,All,302426,0.0621,18780,1524,219,4127,1008627.52,24339.73,2023-03-01,2023-04-01
CAMP_328,Paid Search,All,147978,0.0762,11275,1670,255,10452,854396.9,8074.48,2023-10-29,2023-12-12
CAMP_329,Paid Search,Enterprise,31806,0.1461,4646,901,122,2037,2100140.51,102999.68,2023-11-12,2024-01-11
CAMP_330,Content Marketing,All,243050,0.1097,26662,5879,324,27871,1450093.01,5102.87,2023-12-07,2024-01-30
CAMP_331,Webinar,Enterprise,296755,0.0807,23948,1222,105,14828,1293727.09,8624.89,2023-10-07,2023-11-26
CAMP_332,Email,SMB,420768,0.0567,23857,2328,369,25345,382101.24,1407.6,2023-06-06,2023-07-13
CAMP_333,Email,Enterprise,150906,0.053,7998,1964,190,774,2543323.79,328494.8,2023-09-23,2023-11-09
CAMP_334,Email,All,401240,0.0858,34426,7528,1326,16256,5994234.01,36773.98,2023-08-16,2023-09-21
CAMP_335,Social Media,SMB,19436,0.0523,1016,195,35,45372,46083.96,1.57,2023-11-20,2023-12-29
CAMP_336,Email,Mid-Market,411479,0.0107,4402,382,26,47451,133434.27,181.2,2023-10-03,2023-11-04
CAMP_337,Social Media,Mid-Market,468810,0.1204,56444,8319,537,21383,3063294.77,14225.84,2023-12-17,2024-01-25
CAMP_338,Email,SMB,410987,0.0819,33659,4435,786,36212,980495.71,2607.65,2023-06-27,2023-08-16
CAMP_339,Social Media,Mid-Market,27606,0.1493,4121,458,91,47484,489850.47,931.61,2024-01-20,2024-03-07
CAMP_340,Social Media,Mid-Market,7354,0.0924,679,133,6,38076,34600.58,-9.13,2024-02-16,2024-04-01
CAMP_341,Email,Mid-Market,126962,0.1209,15349,1665,192,39171,804466.69,1953.73,2023-03-18,2023-04-17
CAMP_342,Email,SMB,283491,0.02,5669,352,54,25849,65193.19,152.21,2023-09-05,2023-09-15
CAMP_343,Social Media,Enterprise,232800,0.1076,25049,5480,525,25680,9289979.67,36075.93,2023-04-14,2023-06-06
CAMP_344,Social Media,Enterprise,320717,0.0762,24438,1713,106,9528,1464412.63,15269.57,2023-11-11,2023-12-27
CAMP_345,Email,SMB,487992,0.0239,11663,1572,243,15895,254421.44,1500.64,2023-06-09,2023-06-29
CAMP_346,Paid Search,All,253905,0.1203,30544,4891,708,30074,2392671.45,7855.95,2023-02-22,2023-04-01
CAMP_347,Paid Search,Mid-Market,269297,0.0164,4416,581,108,43966,588612.93,1238.79,2023-03-12,2023-04-16
CAMP_348,Content Marketing,Enterprise,454875,0.1441,65547,7284,983,19826,15821415.59,79701.35,2023-10-17,2023-12-02
CAMP_349,Paid Search,All,483563,0.1011,48888,9162,1120,22782,4691399.73,20492.57,2023-03-19,2023-04-24
CAMP_350,Paid Search,SMB,373240,0.1427,53261,10955,1409,9387,1985865.76,21055.49,2023-04-30,2023-05-13
CAMP_351,Content Marketing,SMB,302806,0.0818,24769,1356,199,23498,270507.26,1051.19,2023-09-25,2023-10-11
CAMP_352,Social Media,SMB,283111,0.1037,29358,6391,709,48669,887416.53,1723.37,2023-01-30,2023-02-13
CAMP_353,Email,SMB,414620,0.1243,51537,11522,1730,43502,2003719.52,4506.04,2023-07-22,2023-08-01
CAMP_354,Email,All,159345,0.1225,19519,2669,401,5119,1621885.24,31583.63,2023-04-29,2023-06-09
CAMP_355,Social Media,All,193134,0.0921,17787,1340,200,12204,889312.46,7187.06,2023-03-18,2023-04-09
CAMP_356,Content Marketing,All,342530,0.0153,5240,733,142,38274,540869.31,1313.15,2024-01-26,2024-02-18
CAMP_357,Webinar,All,27833,0.0346,963,224,14,8271,47760.53,477.45,2023-11-26,2024-01-14
CAMP_358,Email,SMB,348666,0.0175,6101,926,105,39470,103776.54,162.93,2024-01-05,2024-01-12
CAMP_359,Content Marketing,All,497775,0.1091,54307,2719,313,36240,1077836.32,2874.16,2023-10-17,2023-12-08
CAMP_360,Webinar,Mid-Market,104500,0.0676,7064,1704,173,46160,729806.42,1481.04,2023-04-22,2023-05-23
CAMP_361,Paid Search,All,13515,0.0353,477,47,9,48558,37142.18,-23.51,2023-08-26,2023-09-30
CAMP_362,Paid Search,Mid-Market,162069,0.1075,17422,966,109,10394,565958.04,5345.05,2023-06-14,2023-07-17
CAMP_363,Email,SMB,490409,0.1446,70913,13478,793,9534,1137990.15,11836.12,2023-11-28,2024-01-06
CAMP_364,Email,All,175642,0.0823,14455,3216,265,46790,1269497.45,2613.18,2023-11-18,2023-12-02
CAMP_365,Email,Mid-Market,232457,0.1356,31521,6957,393,10870,1585673.81,14487.62,2023-08-06,2023-08-31
CAMP_366,Social Media,All,31727,0.1269,4026,357,40,32373,149943.34,363.17,2024-02-23,2024-03-07
CAMP_367,Email,All,311093,0.0432,13439,2157,318,36049,1034712.68,2770.3,2024-02-19,2024-03-19
CAMP_368,Content Marketing,All,444660,0.0245,10894,2718,537,13084,2221782.0,16880.91,2023-05-11,2023-06-03
CAMP_369,Email,Mid-Market,150078,0.0289,4337,229,21,9915,91245.68,820.28,2024-02-13,2024-03-20
CAMP_370,Content Marketing,SMB,164026,0.1275,20913,3348,193,24037,223837.95,831.22,2023-11-01,2023-11-29
CAMP_371,Paid Search,SMB,497360,0.1062,52819,7471,699,44470,685188.28,1440.79,2023-07-11,2023-09-05
CAMP_372,Social Media,Enterprise,467287,0.0693,32382,5054,292,35831,4531045.74,12545.6,2023-04-03,2023-04-18
CAMP_373,Paid Search,Mid-Market,225887,0.0399,9012,1455,77,33185,448592.79,1251.79,2023-08-15,2023-09-29
CAMP_374,Email,All,124171,0.1361,16899,3545,642,15713,2253887.87,14244.1,2023-10-03,2023-11-19
CAMP_375,Email,SMB,153330,0.0213,3265,278,36,34917,38914.74,11.45,2023-05-09,2023-06-10
CAMP_376,Paid Search,SMB,305559,0.0943,28814,4068,272,41772,382481.82,815.64,2023-01-31,2023-03-25
CAMP_377,Webinar,All,185560,0.1404,26052,2016,279,18316,1100736.32,5909.7,2023-02-03,2023-03-16
CAMP_378,Content Marketing,All,196223,0.1159,22742,5116,930,31457,4037718.34,12735.68,2023-02-22,2023-03-23
CAMP_379,Email,All,405361,0.138,55939,9491,1547,10156,5626266.17,55298.45,2023-01-08,2023-01-30
CAMP_380,Paid Search,Enterprise,497958,0.0376,18723,3110,383,41610,4753083.55,11322.94,2023-03-14,2023-04-25
CAMP_381,Email,Enterprise,171619,0.0691,11858,1812,128,4219,2052910.69,48558.7,2023-03-24,2023-05-10
CAMP_382,Email,All,271480,0.1433,38903,5175,603,2321,2788713.67,120051.39,2023-02-22,2023-03-05
CAMP_383,Email,Mid-Market,206317,0.065,13410,2565,170,31135,881097.14,2729.92,2023-06-14,2023-06-24
CAMP_384,Social Media,All,373630,0.1241,46367,8704,1669,36148,7523281.65,20712.44,2023-12-11,2024-02-07
CAMP_385,Social Media,SMB,406758,0.1253,50966,3486,237,18675,299135.04,1501.79,2023-08-04,2023-09-19
CAMP_386,Paid Search,Mid-Market,76614,0.0341,2612,363,42,22655,206159.61,810.0,2023-07-02,2023-08-19
CAMP_387,Paid Search,All,379688,0.0287,10897,924,76,25351,342821.39,1252.3,2023-09-03,2023-09-19
CAMP_388,Social Media,Mid-Market,452439,0.1146,51849,6997,731,37514,3215842.22,8472.38,2023-03-03,2023-04-11
CAMP_389,Social Media,Mid-Market,155612,0.095,14783,2776,538,7238,3130515.96,43151.12,2023-06-27,2023-07-22
CAMP_390,Paid Search,Mid-Market,187576,0.1266,23747,3567,206,4692,1065049.91,22599.27,2023-07-02,2023-07-15
CAMP_391,Email,All,10260,0.0437,448,86,10,37052,32333.65,-12.73,2023-10-10,2023-11-22
CAMP_392,Social Media,Mid-Market,240604,0.1236,29738,6175,1044,10633,4716702.47,44259.09,2024-01-07,2024-02-29
CAMP_393,Email,Mid-Market,255739,0.1171,29947,6278,457,4954,1908003.24,38414.4,2023-09-03,2023-10-03
CAMP_394,Webinar,All,285929,0.0244,6976,1701,96,3813,307564.1,7966.2,2024-02-17,2024-03-23
CAMP_395,Social Media,Mid-Market,54699,0.1318,7209,1225,182,11756,756907.67,6338.48,2023-06-10,2023-07-18
CAMP_396,Email,All,272980,0.1145,31256,6276,641,47462,3071424.76,6371.33,2023-12-28,2024-02-15
CAMP_397,Webinar,All,260591,0.1013,26397,2264,142,4055,567592.81,13897.36,2024-02-11,2024-03-16
CAMP_398,Social Media,All,96122,0.1245,11967,950,156,15273,625076.1,3992.69,2023-09-07,2023-09-26
CAMP_399,Content Marketing,Mid-Market,261403,0.0861,22506,1873,263,35950,1056761.58,2839.53,2023-08-08,2023-10-03
CAMP_400,Paid Search,SMB,251485,0.1073,26984,2007,391,2138,447295.17,20821.2,2023-06-26,2023-08-22
CAMP_401,Webinar,Mid-Market,388961,0.0827,32167,5355,767,6128,4293987.53,69971.6,2023-11-22,2024-01-02
CAMP_402,Paid Search,SMB,203831,0.0136,2772,204,16,11063,22619.15,104.46,2023-12-23,2024-01-02
CAMP_403,Content Marketing,Enterprise,61692,0.1402,8649,1799,194,37493,2995812.28,7890.32,2023-11-12,2023-12-28
CAMP_404,Paid Search,Enterprise,43558,0.0735,3201,373,60,16988,1037309.76,6006.13,2024-01-18,2024-03-04
CAMP_405,Webinar,Enterprise,95472,0.1406,13423,804,118,47083,1741112.16,3597.96,2023-07-09,2023-08-01
CAMP_406,Social Media,SMB,483440,0.0676,32680,5508,316,46231,403205.16,772.15,2023-08-20,2023-10-08
CAMP_407,Paid Search,All,334984,0.1282,42944,10599,1701,34442,8109656.28,23445.83,2023-11-23,2023-12-09
CAMP_408,Paid Search,Enterprise,414426,0.0497,20596,4620,425,2599,5190054.39,199594.28,2023-09-13,2023-11-02
CAMP_409,Email,SMB,329754,0.0567,18697,1638,127,18884,128191.27,578.84,2023-06-29,2023-07-14
CAMP_410,Paid Search,All,238752,0.0797,19028,3002,175,13367,581779.48,4252.36,2023-08-11,2023-08-29
CAMP_411,Content Marketing,SMB,485839,0.1278,62090,13496,1942,28996,2739383.76,9347.45,2023-10-23,2023-11-11
CAMP_412,Paid Search,All,45264,0.0953,4313,264,15,26095,50379.56,93.06,2023-07-02,2023-08-20
CAMP_413,Social Media,Mid-Market,368746,0.0737,27176,5557,857,30272,3584493.17,11740.95,2024-02-28,2024-04-24
CAMP_414,Webinar,Mid-Market,347213,0.041,14235,1838,291,23186,1660449.58,7061.43,2023-04-19,2023-05-20
CAMP_415,Social Media,SMB,194071,0.1454,28217,6152,653,12482,859612.46,6786.82,2024-02-17,2024-04-13
CAMP_416,Email,All,86184,0.0161,1387,228,32,5957,106461.76,1687.17,2023-07-27,2023-08-13
CAMP_417,Social Media,SMB,76333,0.1257,9595,817,68,41380,84964.41,105.33,2023-07-28,2023-08-30
CAMP_418,Webinar,All,115027,0.1109,12756,2170,149,5381,534204.66,9827.61,2023-05-28,2023-07-08
CAMP_419,Content Marketing,Enterprise,354468,0.0851,30165,7212,706,12029,11054020.63,91794.76,2023-04-18,2023-06-03
CAMP_420,Email,All,282997,0.0844,23884,4222,576,3525,2228612.26,63123.04,2023-04-11,2023-05-21
CAMP_421,Paid Search,All,440116,0.0305,13423,1982,125,4043,405134.04,9920.63,2024-02-07,2024-04-01
CAMP_422,Webinar,SMB,31203,0.0697,2174,179,20,19231,26263.08,36.57,2023-12-13,2024-01-04
CAMP_423,Social Media,Enterprise,355306,0.0298,10588,630,118,12849,1671014.24,12905.01,2024-01-09,2024-03-01
CAMP_424,Social Media,All,94845,0.0766,7265,698,85,40676,291372.92,616.33,2023-08-31,2023-09-19
CAMP_425,Webinar,Mid-Market,136472,0.1095,14943,1341,147,11033,715034.97,6380.88,2023-08-11,2023-09-15
CAMP_426,Webinar,SMB,196982,0.0979,19284,3538,441,11046,583380.48,5181.37,2023-11-25,2023-12-02
CAMP_427,Paid Search,Mid-Market,347095,0.0988,34292,6026,1146,3086,4925358.15,159503.31,2024-02-18,2024-03-04
CAMP_428,Social Media,Mid-Market,178477,0.11,19632,4245,747,35565,3971654.55,11067.31,2023-12-13,2024-01-09
CAMP_429,Social Media,Enterprise,29626,0.1414,4189,648,78,513,1033242.35,201311.76,2024-01-10,2024-01-27
CAMP_430,Social Media,All,7314,0.0355,259,46,4,41979,15327.45,-63.49,2023-05-25,2023-06-01
CAMP_431,Paid Search,All,245493,0.1026,25187,3331,623,10326,2870253.3,27696.37,2023-07-15,2023-08-03
CAMP_432,Email,Mid-Market,92589,0.138,12777,1286,75,4383,448244.98,10126.9,2023-01-24,2023-03-16
CAMP_433,Paid Search,All,422788,0.02,8455,751,38,46722,164066.83,251.16,2023-01-28,2023-03-24
CAMP_434,Email,Mid-Market,392027,0.067,26265,6107,670,16238,3955059.17,24256.81,2024-02-03,2024-02-22
CAMP_435,Email,All,30614,0.1141,3493,296,55,26686,214531.86,703.91,2024-01-31,2024-02-21
CAMP_436,Paid Search,Enterprise,20514,0.0806,1653,128,21,6486,288404.83,4346.57,2023-07-21,2023-08-26
CAMP_437,Email,Enterprise,60461,0.0172,1039,73,8,7826,127519.85,1529.44,2023-03-04,2023-03-17
CAMP_438,Paid Search,SMB,336016,0.0899,30207,7073,1055,5364,1513000.68,28106.57,2023-03-27,2023-05-12
CAMP_439,Social Media,SMB,255644,0.1219,31163,7254,797,40599,958588.84,2261.11,2024-01-18,2024-02-29
CAMP_440,Content Marketing,All,355954,0.0318,11319,1452,86,17787,328810.94,1748.6,2023-01-26,2023-03-09
CAMP_441,Paid Search,Enterprise,144224,0.0639,9215,2214,263,7704,3784751.42,49027.1,2023-08-24,2023-09-08
CAMP_442,Email,All,471753,0.1253,59110,7447,1470,48217,5705308.88,11732.57,2023-01-21,2023-02-24
CAMP_443,Paid Search,Enterprise,427039,0.0495,21138,1924,372,6988,6616853.11,94588.8,2023-05-01,2023-05-11
CAMP_444,Email,Mid-Market,234968,0.0413,9704,1687,316,43873,1367918.79,3017.91,2023-04-30,2023-06-26
CAMP_445,Social Media,Mid-Market,40396,0.0138,557,48,8,7700,37084.08,381.61,2023-03-30,2023-04-15
CAMP_446,Email,Mid-Market,150028,0.1071,16067,3024,323,31583,1703254.1,5292.95,2024-02-15,2024-02-29
CAMP_447,Paid Search,Enterprise,13526,0.1436,1942,371,68,36538,978431.14,2577.85,2023-05-14,2023-07-08
CAMP_448,Content Marketing,SMB,441556,0.01,4415,613,107,47290,131480.47,178.03,2023-10-14,2023-10-29
CAMP_449,Email,All,90691,0.0393,3564,478,67,47936,296088.67,517.67,2023-07-14,2023-09-08
CAMP_450,Paid Search,All,42255,0.11,4648,668,36,17893,141717.54,692.03,2023-10-27,2023-12-11
CAMP_451,Webinar,Mid-Market,381081,0.0834,31782,2207,379,20974,2099830.33,9911.59,2023-09-09,2023-11-04
CAMP_452,Webinar,Enterprise,471284,0.0204,9614,1727,273,40888,3901315.67,9441.47,2023-08-02,2023-08-20
CAMP_453,Paid Search,Mid-Market,15716,0.1203,1890,467,61,12459,260619.69,1991.82,2023-03-22,2023-05-10
CAMP_454,Social Media,All,475870,0.1251,59531,4740,728,3915,2396586.22,61115.48,2023-07-09,2023-08-15
CAMP_455,Email,Enterprise,464398,0.0757,35154,6836,453,34941,6825649.98,19434.79,2023-04-12,2023-05-26
CAMP_456,Email,SMB,226086,0.0634,14333,2050,320,43576,332722.31,663.54,2023-09-20,2023-09-28
CAMP_457,Paid Search,Mid-Market,489813,0.1343,65781,15272,2887,19026,12041283.32,63188.57,2023-07-14,2023-08-11
CAMP_458,Paid Search,All,307075,0.1058,32488,5749,802,30306,2820221.16,9205.82,2023-01-06,2023-02-17
CAMP_459,Social Media,Mid-Market,227907,0.0726,16546,3845,523,34914,2316650.67,6535.31,2023-06-25,2023-08-07
CAMP_460,Paid Search,SMB,402334,0.1262,50774,5988,481,36713,549558.35,1396.9,2023-10-05,2023-11-11
CAMP_461,Email,All,292851,0.1393,40794,3032,245,42722,1042645.34,2340.53,2023-01-22,2023-02-12
CAMP_462,Webinar,SMB,479322,0.0666,31922,7278,852,11570,829218.69,7066.97,2023-11-21,2023-11-30
CAMP_463,Social Media,Enterprise,183769,0.1209,22217,5040,863,18784,15143488.95,80519.09,2023-05-07,2023-06-24
CAMP_464,Social Media,SMB,71806,0.1244,8932,1212,65,3895,73592.21,1789.4,2023-05-20,2023-07-05
CAMP_465,Email,SMB,490576,0.0933,45770,6055,421,31500,443406.44,1307.64,2023-05-04,2023-06-20
CAMP_466,Webinar,SMB,457781,0.0101,4623,604,66,12655,85376.63,574.65,2023-10-20,2023-12-03
