usage_id,customer_id,feature,usage_count,last_access_date,session_duration_minutes,month_year
USG_008446,CUST_00558,Integrations,18,2024-04-18,9.4,2024-04
USG_008447,CUST_04075,Integrations,15,2023-03-12,29.7,2023-03
USG_008448,CUST_09534,Dashboard,12,2023-03-15,5.9,2023-03
USG_008449,CUST_03619,Dashboard,24,2024-01-23,5.6,2024-01
USG_008450,CUST_03290,Reports,32,2023-01-20,42.1,2023-01
USG_008451,CUST_03231,Analytics,22,2024-01-06,9.0,2024-01
USG_008452,CUST_00500,Integrations,11,2023-08-22,8.5,2023-08
USG_008453,CUST_07261,Dashboard,7,2024-04-26,85.6,2024-04
USG_008454,CUST_02510,Analytics,39,2024-03-01,32.7,2024-03
USG_008455,CUST_02522,Alerts,49,2023-03-20,21.8,2023-03
USG_008456,CUST_01575,Reports,35,2023-09-22,26.4,2023-09
USG_008457,CUST_08574,API,10,2023-06-04,15.9,2023-06
USG_008458,CUST_08381,Dashboard,46,2023-08-12,31.2,2023-08
USG_008459,CUST_08825,API,17,2023-11-22,15.8,2023-11
USG_008460,CUST_05560,Integrations,51,2023-11-11,16.6,2023-11
USG_008461,CUST_06541,Analytics,39,2024-05-16,38.2,2024-05
USG_008462,CUST_01844,Reports,42,2024-03-27,35.2,2024-03
USG_008463,CUST_02814,Dashboard,9,2024-03-13,19.5,2024-03
USG_008464,CUST_03058,Analytics,20,2023-07-05,8.3,2023-07
USG_008465,CUST_00647,API,14,2024-05-23,4.7,2024-05
USG_008466,CUST_05347,Alerts,6,2023-07-18,55.5,2023-07
USG_008467,CUST_05864,Dashboard,26,2023-09-03,14.7,2023-09
USG_008468,CUST_06493,Alerts,12,2023-02-22,16.0,2023-02
USG_008469,CUST_04581,API,30,2023-01-11,17.6,2023-01
USG_008470,CUST_07222,Analytics,39,2023-03-09,18.9,2023-03
USG_008471,CUST_04977,Analytics,20,2023-04-26,33.5,2023-04
USG_008472,CUST_08715,Reports,31,2024-01-02,9.3,2024-01
USG_008473,CUST_00674,Dashboard,15,2023-04-19,8.9,2023-04
USG_008474,CUST_03915,Alerts,37,2023-09-02,11.8,2023-09
USG_008475,CUST_00465,Integrations,9,2023-04-09,49.2,2023-04
USG_008476,CUST_00378,Analytics,19,2024-02-03,45.3,2024-02
USG_008477,CUST_04635,Analytics,10,2023-11-11,21.0,2023-11
USG_008478,CUST_05602,Analytics,13,2024-01-07,16.6,2024-01
USG_008479,CUST_07020,Reports,37,2024-03-03,17.9,2024-03
USG_008480,CUST_03078,Dashboard,12,2023-04-11,6.6,2023-04
USG_008481,CUST_01860,API,41,2024-04-05,10.7,2024-04
USG_008482,CUST_09328,API,19,2023-02-06,57.9,2023-02
USG_008483,CUST_05894,Export,41,2023-01-05,32.2,2023-01
USG_008484,CUST_00239,Analytics,41,2023-07-16,12.9,2023-07
USG_008485,CUST_02484,Integrations,11,2023-12-29,27.4,2023-12
USG_008486,CUST_01021,Reports,15,2023-01-19,18.1,2023-01
USG_008487,CUST_09472,Dashboard,18,2023-09-11,9.4,2023-09
USG_008488,CUST_07753,Dashboard,29,2023-12-05,30.5,2023-12
USG_008489,CUST_04310,Integrations,14,2023-05-18,8.5,2023-05
USG_008490,CUST_08191,Reports,15,2024-01-26,25.4,2024-01
USG_008491,CUST_08204,Alerts,37,2023-06-27,33.4,2023-06
USG_008492,CUST_06855,Reports,15,2023-06-30,12.1,2023-06
USG_008493,CUST_04291,Dashboard,28,2024-04-05,39.6,2024-04
USG_008494,CUST_00080,API,7,2023-10-18,47.7,2023-10
USG_008495,CUST_07938,Analytics,5,2023-02-27,12.0,2023-02
USG_008496,CUST_09079,Dashboard,4,2023-11-01,20.6,2023-11
USG_008497,CUST_04422,Alerts,10,2023-09-16,8.8,2023-09
USG_008498,CUST_01893,Reports,15,2023-07-13,36.2,2023-07
USG_008499,CUST_08250,Export,19,2023-11-03,45.6,2023-11
USG_008500,CUST_02863,Reports,36,2023-08-27,19.0,2023-08
USG_008501,CUST_07938,Integrations,13,2024-05-27,35.6,2024-05
USG_008502,CUST_00637,Dashboard,45,2023-07-27,14.0,2023-07
USG_008503,CUST_08818,Analytics,11,2024-03-28,9.9,2024-03
USG_008504,CUST_08697,Export,10,2023-12-02,47.9,2023-12
USG_008505,CUST_03419,Dashboard,42,2023-11-30,68.4,2023-11
USG_008506,CUST_09785,API,41,2024-02-23,26.4,2024-02
USG_008507,CUST_03401,Alerts,19,2024-02-25,15.9,2024-02
USG_008508,CUST_05909,Analytics,26,2024-02-18,15.9,2024-02
USG_008509,CUST_09587,Analytics,10,2023-08-18,10.7,2023-08
USG_008510,CUST_00427,Integrations,45,2024-05-16,67.0,2024-05
USG_008511,CUST_05914,Integrations,40,2024-01-02,36.1,2024-01
USG_008512,CUST_06194,Dashboard,46,2023-08-29,11.3,2023-08
USG_008513,CUST_04186,Analytics,27,2023-10-29,20.0,2023-10
USG_008514,CUST_04575,Reports,15,2023-02-11,46.0,2023-02
USG_008515,CUST_01707,Alerts,16,2023-04-17,21.6,2023-04
USG_008516,CUST_04268,Integrations,19,2024-03-31,5.6,2024-03
USG_008517,CUST_04739,API,42,2024-04-21,25.9,2024-04
USG_008518,CUST_05773,Dashboard,17,2023-11-05,9.4,2023-11
USG_008519,CUST_00438,Export,19,2023-02-17,14.6,2023-02
USG_008520,CUST_03904,Dashboard,19,2023-07-05,33.1,2023-07
USG_008521,CUST_08755,Analytics,42,2023-03-22,18.7,2023-03
USG_008522,CUST_08300,Analytics,13,2023-04-25,15.0,2023-04
USG_008523,CUST_09800,Integrations,11,2024-05-10,13.6,2024-05
USG_008524,CUST_01839,Dashboard,14,2023-10-10,24.4,2023-10
USG_008525,CUST_02587,Alerts,18,2023-06-03,19.2,2023-06
USG_008526,CUST_05686,Analytics,11,2024-05-03,29.0,2024-05
USG_008527,CUST_09191,Analytics,19,2023-12-14,22.6,2023-12
USG_008528,CUST_03671,Integrations,16,2023-07-30,19.8,2023-07
USG_008529,CUST_03694,Alerts,8,2024-03-01,28.8,2024-03
USG_008530,CUST_04127,Integrations,19,2024-04-06,9.9,2024-04
USG_008531,CUST_01919,API,44,2024-02-12,39.8,2024-02
USG_008532,CUST_04888,API,14,2023-07-24,24.3,2023-07
USG_008533,CUST_00488,Analytics,39,2023-05-27,154.8,2023-05
USG_008534,CUST_00383,Alerts,38,2024-02-29,125.5,2024-02
USG_008535,CUST_05239,Dashboard,14,2023-10-26,33.4,2023-10
USG_008536,CUST_04345,Export,21,2023-04-24,3.7,2023-04
USG_008537,CUST_00598,Reports,9,2023-03-22,18.9,2023-03
USG_008538,CUST_03872,Export,10,2023-01-19,50.2,2023-01
USG_008539,CUST_03494,Analytics,23,2024-04-15,8.9,2024-04
USG_008540,CUST_08649,Analytics,8,2023-11-22,5.6,2023-11
USG_008541,CUST_00996,Alerts,3,2024-03-15,12.7,2024-03
USG_008542,CUST_05441,Dashboard,19,2023-07-10,47.1,2023-07
USG_008543,CUST_03749,API,36,2023-06-29,20.0,2023-06
USG_008544,CUST_09339,Dashboard,42,2023-02-01,18.3,2023-02
USG_008545,CUST_00342,Dashboard,20,2023-11-13,58.7,2023-11
USG_008546,CUST_06841,Export,30,2023-05-19,70.8,2023-05
USG_008547,CUST_00520,Integrations,15,2024-03-08,10.0,2024-03
USG_008548,CUST_03175,API,23,2023-03-13,51.8,2023-03
USG_008549,CUST_04111,API,15,2024-03-07,16.4,2024-03
USG_008550,CUST_05173,Integrations,45,2023-03-05,19.4,2023-03
USG_008551,CUST_04206,Export,26,2023-09-11,10.7,2023-09
USG_008552,CUST_05663,Alerts,38,2023-11-06,6.3,2023-11
USG_008553,CUST_08688,Reports,37,2023-10-09,19.7,2023-10
USG_008554,CUST_01773,Analytics,8,2024-01-30,13.1,2024-01
USG_008555,CUST_05676,Reports,25,2024-05-14,18.0,2024-05
USG_008556,CUST_04511,Analytics,17,2024-01-04,18.5,2024-01
USG_008557,CUST_05795,Dashboard,20,2024-02-27,21.6,2024-02
USG_008558,CUST_03355,Reports,15,2023-02-18,18.6,2023-02
USG_008559,CUST_04933,Analytics,6,2023-04-22,16.1,2023-04
USG_008560,CUST_06293,Reports,22,2023-05-19,80.1,2023-05
USG_008561,CUST_06002,Analytics,22,2024-04-29,6.3,2024-04
USG_008562,CUST_00221,Analytics,7,2023-05-20,37.9,2023-05
USG_008563,CUST_05825,Dashboard,40,2023-04-07,119.6,2023-04
USG_008564,CUST_00633,Analytics,33,2024-04-28,16.1,2024-04
USG_008565,CUST_00653,Reports,11,2023-03-20,11.0,2023-03
USG_008566,CUST_01635,Reports,21,2023-01-07,18.8,2023-01
USG_008567,CUST_09690,Dashboard,6,2023-12-08,33.1,2023-12
USG_008568,CUST_03157,Integrations,51,2023-02-22,35.1,2023-02
USG_008569,CUST_00654,Dashboard,13,2023-03-31,4.4,2023-03
USG_008570,CUST_06354,Dashboard,19,2024-01-12,5.3,2024-01
USG_008571,CUST_07214,Dashboard,12,2023-11-01,30.8,2023-11
USG_008572,CUST_00960,Dashboard,10,2023-05-08,11.7,2023-05
USG_008573,CUST_03520,API,15,2023-03-01,91.5,2023-03
USG_008574,CUST_03162,Dashboard,13,2023-08-05,25.8,2023-08
USG_008575,CUST_07202,Dashboard,18,2023-11-08,33.1,2023-11
USG_008576,CUST_09771,Integrations,8,2023-01-14,5.4,2023-01
USG_008577,CUST_04663,API,6,2023-09-30,13.1,2023-09
USG_008578,CUST_09659,Reports,10,2023-02-21,7.3,2023-02
USG_008579,CUST_08399,Analytics,7,2023-01-20,22.8,2023-01
USG_008580,CUST_05019,Analytics,31,2023-09-18,15.4,2023-09
USG_008581,CUST_09284,Reports,19,2023-11-07,30.6,2023-11
USG_008582,CUST_08577,Analytics,38,2023-03-12,10.1,2023-03
USG_008583,CUST_09205,Alerts,45,2023-09-27,32.8,2023-09
USG_008584,CUST_04398,Reports,16,2023-03-11,7.9,2023-03
USG_008585,CUST_08240,Alerts,13,2023-09-18,17.0,2023-09
USG_008586,CUST_08079,Dashboard,32,2023-05-25,14.2,2023-05
USG_008587,CUST_06744,Analytics,26,2023-02-19,11.8,2023-02
USG_008588,CUST_02541,API,23,2023-08-28,11.4,2023-08
USG_008589,CUST_03811,Dashboard,10,2024-04-04,31.5,2024-04
USG_008590,CUST_02608,Analytics,21,2023-09-02,58.9,2023-09
USG_008591,CUST_00739,Integrations,14,2023-07-28,33.1,2023-07
USG_008592,CUST_05169,Export,19,2024-01-31,35.9,2024-01
USG_008593,CUST_02863,Reports,47,2023-12-23,139.8,2023-12
USG_008594,CUST_02917,Export,11,2024-02-17,14.9,2024-02
USG_008595,CUST_07267,Alerts,13,2024-05-07,8.6,2024-05
USG_008596,CUST_05098,Analytics,24,2023-07-21,20.4,2023-07
USG_008597,CUST_00601,Reports,19,2023-02-06,41.3,2023-02
USG_008598,CUST_01270,Dashboard,15,2023-02-16,9.4,2023-02
USG_008599,CUST_01725,Reports,16,2024-04-08,8.2,2024-04
USG_008600,CUST_05012,Reports,33,2023-05-30,19.9,2023-05
USG_008601,CUST_01789,Reports,29,2024-01-19,41.8,2024-01
USG_008602,CUST_04709,Alerts,8,2024-05-22,11.1,2024-05
USG_008603,CUST_02778,Integrations,6,2023-05-02,11.6,2023-05
USG_008604,CUST_04362,API,11,2024-05-26,65.4,2024-05
USG_008605,CUST_02869,Integrations,9,2023-12-25,109.9,2023-12
USG_008606,CUST_09393,Dashboard,36,2023-05-30,33.2,2023-05
USG_008607,CUST_03630,Export,40,2023-11-28,29.6,2023-11
USG_008608,CUST_04762,Dashboard,17,2024-03-20,4.2,2024-03
USG_008609,CUST_03084,API,20,2024-05-22,12.0,2024-05
USG_008610,CUST_00052,Alerts,5,2023-04-06,11.8,2023-04
USG_008611,CUST_01603,Export,45,2023-05-24,25.9,2023-05
USG_008612,CUST_01394,Dashboard,11,2024-01-20,21.2,2024-01
USG_008613,CUST_05637,Dashboard,16,2023-12-17,80.2,2023-12
USG_008614,CUST_02794,API,16,2024-02-16,4.4,2024-02
USG_008615,CUST_01680,Dashboard,8,2023-04-04,11.4,2023-04
USG_008616,CUST_05528,Alerts,16,2023-06-02,5.8,2023-06
USG_008617,CUST_06889,Alerts,7,2023-08-13,7.1,2023-08
USG_008618,CUST_03436,Reports,6,2023-03-30,7.3,2023-03
USG_008619,CUST_01801,Dashboard,6,2024-05-22,22.7,2024-05
USG_008620,CUST_06787,Export,5,2023-12-26,23.1,2023-12
USG_008621,CUST_03665,Analytics,13,2023-01-16,21.6,2023-01
USG_008622,CUST_04622,Integrations,14,2023-02-13,48.9,2023-02
USG_008623,CUST_04434,Dashboard,10,2023-11-10,50.1,2023-11
USG_008624,CUST_09502,Export,8,2024-05-06,33.4,2024-05
USG_008625,CUST_00088,Reports,49,2023-12-31,32.5,2023-12
USG_008626,CUST_08660,Reports,21,2024-04-05,28.2,2024-04
USG_008627,CUST_06992,Integrations,22,2024-05-23,16.3,2024-05
USG_008628,CUST_09288,Reports,15,2023-07-12,11.1,2023-07
USG_008629,CUST_00706,Integrations,11,2024-05-19,116.7,2024-05
USG_008630,CUST_02160,Dashboard,20,2023-08-26,10.5,2023-08
USG_008631,CUST_00374,Integrations,45,2023-10-10,6.6,2023-10
USG_008632,CUST_03465,Analytics,9,2024-05-18,7.0,2024-05
USG_008633,CUST_07289,Analytics,33,2023-07-18,6.5,2023-07
USG_008634,CUST_05492,Reports,43,2023-10-17,11.8,2023-10
USG_008635,CUST_06146,Dashboard,12,2024-01-28,8.7,2024-01
USG_008636,CUST_02855,Export,9,2023-07-22,66.1,2023-07
USG_008637,CUST_09370,Dashboard,23,2023-08-10,46.6,2023-08
USG_008638,CUST_03654,Dashboard,19,2023-05-20,21.0,2023-05
USG_008639,CUST_04964,API,19,2024-03-15,9.7,2024-03
USG_008640,CUST_03399,API,10,2023-04-26,28.2,2023-04
USG_008641,CUST_08183,Analytics,16,2023-03-20,39.0,2023-03
USG_008642,CUST_09379,Dashboard,29,2023-12-28,40.6,2023-12
USG_008643,CUST_06903,Integrations,13,2023-05-05,5.8,2023-05
USG_008644,CUST_08048,Dashboard,49,2024-02-18,7.2,2024-02
USG_008645,CUST_02723,Integrations,31,2023-10-15,4.8,2023-10
USG_008646,CUST_02248,Dashboard,13,2023-06-08,6.8,2023-06
USG_008647,CUST_02537,Analytics,5,2024-03-03,3.9,2024-03
USG_008648,CUST_00335,Reports,12,2024-04-18,16.1,2024-04
USG_008649,CUST_08539,Integrations,41,2023-10-31,17.4,2023-10
USG_008650,CUST_07234,Reports,12,2023-05-01,17.4,2023-05
USG_008651,CUST_01054,Dashboard,7,2024-02-25,23.8,2024-02
USG_008652,CUST_03348,Reports,5,2024-04-21,36.6,2024-04
USG_008653,CUST_08514,Integrations,12,2023-08-19,17.4,2023-08
USG_008654,CUST_08277,Dashboard,14,2024-03-07,33.2,2024-03
USG_008655,CUST_07243,Analytics,12,2024-02-19,26.8,2024-02
USG_008656,CUST_00872,Reports,17,2023-01-16,66.4,2023-01
USG_008657,CUST_07474,Reports,32,2023-11-27,74.9,2023-11
USG_008658,CUST_04163,Analytics,11,2024-04-13,29.1,2024-04
USG_008659,CUST_06407,Reports,43,2023-11-14,81.2,2023-11
USG_008660,CUST_01072,Analytics,42,2023-12-21,2.4,2023-12
USG_008661,CUST_06686,Dashboard,16,2023-01-28,32.3,2023-01
USG_008662,CUST_09279,Analytics,16,2023-01-11,11.7,2023-01
USG_008663,CUST_02382,API,11,2023-07-07,24.7,2023-07
USG_008664,CUST_02576,Analytics,13,2023-06-03,32.9,2023-06
USG_008665,CUST_03404,Analytics,6,2023-07-20,18.5,2023-07
USG_008666,CUST_08441,Reports,39,2024-05-20,43.9,2024-05
USG_008667,CUST_03229,API,10,2023-09-17,24.4,2023-09
USG_008668,CUST_04756,Dashboard,17,2024-01-21,69.8,2024-01
USG_008669,CUST_00522,Analytics,21,2023-11-25,73.3,2023-11
USG_008670,CUST_02729,Reports,16,2023-11-26,26.6,2023-11
USG_008671,CUST_06702,Alerts,12,2024-01-03,13.5,2024-01
USG_008672,CUST_03308,Dashboard,5,2023-04-26,7.2,2023-04
USG_008673,CUST_05591,API,12,2023-11-09,111.8,2023-11
USG_008674,CUST_07395,API,21,2023-12-28,12.2,2023-12
USG_008675,CUST_00828,Analytics,4,2024-04-09,9.2,2024-04
USG_008676,CUST_02221,Alerts,6,2024-02-18,31.3,2024-02
USG_008677,CUST_00804,Reports,23,2023-08-25,70.9,2023-08
USG_008678,CUST_02150,Export,38,2023-12-31,32.7,2023-12
USG_008679,CUST_07976,Alerts,22,2023-07-29,8.2,2023-07
USG_008680,CUST_00733,Reports,19,2024-02-24,11.8,2024-02
USG_008681,CUST_06378,Analytics,16,2023-10-16,2.8,2023-10
USG_008682,CUST_08298,API,14,2023-12-10,2.8,2023-12
USG_008683,CUST_06673,Analytics,9,2023-07-12,15.5,2023-07
USG_008684,CUST_05457,Dashboard,20,2023-10-13,18.6,2023-10
USG_008685,CUST_02088,Analytics,39,2023-02-23,10.9,2023-02
USG_008686,CUST_04045,Reports,9,2023-05-28,14.5,2023-05
USG_008687,CUST_09710,Integrations,6,2024-02-29,9.7,2024-02
USG_008688,CUST_00298,Dashboard,45,2023-06-24,7.4,2023-06
USG_008689,CUST_05694,Dashboard,28,2023-04-10,22.7,2023-04
USG_008690,CUST_05965,Analytics,12,2023-04-15,40.3,2023-04
USG_008691,CUST_08266,Reports,13,2023-02-19,30.7,2023-02
USG_008692,CUST_00384,Dashboard,5,2024-02-25,5.0,2024-02
USG_008693,CUST_01967,Reports,10,2023-07-13,29.2,2023-07
USG_008694,CUST_03352,Dashboard,18,2023-09-13,81.3,2023-09
USG_008695,CUST_05167,Reports,10,2024-01-22,4.3,2024-01
USG_008696,CUST_02852,Integrations,44,2024-03-04,36.1,2024-03
USG_008697,CUST_09444,Dashboard,28,2024-02-26,16.4,2024-02
USG_008698,CUST_07860,API,9,2023-12-11,52.9,2023-12
USG_008699,CUST_00005,Dashboard,10,2023-01-05,3.5,2023-01
USG_008700,CUST_07817,Dashboard,11,2023-06-30,19.5,2023-06
USG_008701,CUST_07223,Export,47,2023-05-27,16.7,2023-05
USG_008702,CUST_07805,Reports,13,2023-02-03,9.9,2023-02
USG_008703,CUST_07717,Dashboard,30,2023-12-07,22.6,2023-12
USG_008704,CUST_08847,Reports,32,2024-04-04,8.0,2024-04
USG_008705,CUST_08859,Dashboard,6,2023-03-01,8.2,2023-03
USG_008706,CUST_08976,Integrations,19,2023-04-20,15.3,2023-04
USG_008707,CUST_09410,Reports,25,2023-11-25,24.3,2023-11
USG_008708,CUST_05218,API,14,2023-06-26,4.2,2023-06
USG_008709,CUST_02444,Alerts,6,2023-10-21,22.3,2023-10
USG_008710,CUST_00963,Dashboard,20,2023-04-19,26.9,2023-04
USG_008711,CUST_06440,Dashboard,13,2023-05-20,56.3,2023-05
USG_008712,CUST_08311,Analytics,12,2023-02-25,40.7,2023-02
USG_008713,CUST_07173,Integrations,4,2024-01-08,36.1,2024-01
USG_008714,CUST_03950,Integrations,10,2023-11-24,17.4,2023-11
USG_008715,CUST_04838,Analytics,12,2023-12-31,30.6,2023-12
USG_008716,CUST_00126,API,19,2023-12-15,19.4,2023-12
USG_008717,CUST_08308,Analytics,10,2024-05-20,14.5,2024-05
USG_008718,CUST_01506,Dashboard,22,2023-02-15,10.6,2023-02
USG_008719,CUST_07730,Integrations,6,2023-12-24,56.0,2023-12
USG_008720,CUST_03676,Dashboard,7,2023-10-22,27.1,2023-10
USG_008721,CUST_09277,Analytics,48,2023-03-03,21.0,2023-03
USG_008722,CUST_03740,Dashboard,35,2023-06-08,19.9,2023-06
USG_008723,CUST_01627,Analytics,22,2023-09-10,60.3,2023-09
USG_008724,CUST_06558,Reports,14,2023-01-08,12.0,2023-01
USG_008725,CUST_04548,Dashboard,41,2023-08-22,58.3,2023-08
USG_008726,CUST_08841,Analytics,6,2024-05-18,13.2,2024-05
USG_008727,CUST_01849,Integrations,46,2023-10-19,43.4,2023-10
USG_008728,CUST_08773,Analytics,43,2024-01-14,63.6,2024-01
USG_008729,CUST_08790,Analytics,41,2023-02-27,21.3,2023-02
USG_008730,CUST_00962,Dashboard,14,2023-09-02,5.1,2023-09
USG_008731,CUST_08582,Integrations,42,2023-07-30,13.2,2023-07
USG_008732,CUST_06199,Analytics,21,2023-11-16,45.8,2023-11
USG_008733,CUST_07735,Dashboard,6,2023-09-25,5.1,2023-09
USG_008734,CUST_05058,Alerts,47,2023-04-24,46.0,2023-04
USG_008735,CUST_03975,Dashboard,45,2023-11-04,61.1,2023-11
USG_008736,CUST_09804,Dashboard,14,2023-02-14,3.6,2023-02
USG_008737,CUST_04776,Dashboard,10,2023-02-17,9.3,2023-02
USG_008738,CUST_09028,Dashboard,45,2023-12-11,23.2,2023-12
USG_008739,CUST_00490,Integrations,11,2023-02-15,21.4,2023-02
USG_008740,CUST_08198,Analytics,16,2023-03-07,17.4,2023-03
USG_008741,CUST_09429,Analytics,11,2024-02-20,32.5,2024-02
USG_008742,CUST_07462,Integrations,10,2023-08-06,13.2,2023-08
USG_008743,CUST_09699,Integrations,9,2023-07-21,111.9,2023-07
USG_008744,CUST_07167,Reports,13,2023-11-09,67.4,2023-11
USG_008745,CUST_07525,Dashboard,25,2023-11-28,60.1,2023-11
USG_008746,CUST_06520,Integrations,23,2024-05-18,45.7,2024-05
USG_008747,CUST_00810,Dashboard,6,2024-02-12,19.6,2024-02
USG_008748,CUST_09943,Analytics,13,2023-10-26,67.0,2023-10
USG_008749,CUST_00998,Dashboard,19,2024-01-15,18.0,2024-01
USG_008750,CUST_07736,Dashboard,23,2023-06-23,29.7,2023-06
USG_008751,CUST_01015,Dashboard,13,2024-03-29,11.0,2024-03
USG_008752,CUST_04009,Alerts,24,2023-09-04,29.6,2023-09
USG_008753,CUST_02039,Analytics,13,2024-02-08,25.1,2024-02
USG_008754,CUST_07260,Reports,7,2023-10-03,27.8,2023-10
USG_008755,CUST_03999,API,34,2023-02-03,5.3,2023-02
USG_008756,CUST_06616,Integrations,15,2023-09-26,101.4,2023-09
USG_008757,CUST_00515,Reports,23,2023-11-12,16.1,2023-11
USG_008758,CUST_03421,Export,8,2023-06-19,18.1,2023-06
USG_008759,CUST_09035,API,20,2024-05-07,20.4,2024-05
USG_008760,CUST_04689,Integrations,22,2024-05-20,16.6,2024-05
USG_008761,CUST_00427,Export,31,2024-03-03,88.5,2024-03
USG_008762,CUST_08330,Alerts,25,2023-10-01,13.8,2023-10
USG_008763,CUST_02634,Analytics,17,2024-03-11,33.2,2024-03
USG_008764,CUST_03783,Reports,15,2024-02-29,58.9,2024-02
USG_008765,CUST_03364,Reports,46,2024-02-12,19.2,2024-02
USG_008766,CUST_05760,Dashboard,9,2023-08-03,39.0,2023-08
USG_008767,CUST_03518,Analytics,18,2023-08-08,14.6,2023-08
USG_008768,CUST_09139,Export,14,2023-11-11,25.9,2023-11
USG_008769,CUST_00521,Dashboard,11,2023-11-17,15.4,2023-11
USG_008770,CUST_03513,Analytics,13,2023-03-02,36.4,2023-03
USG_008771,CUST_02780,Reports,30,2023-08-24,10.7,2023-08
USG_008772,CUST_02553,Export,10,2023-07-01,15.4,2023-07
USG_008773,CUST_02761,Analytics,24,2023-09-30,4.7,2023-09
USG_008774,CUST_03278,Reports,10,2023-10-31,22.9,2023-10
USG_008775,CUST_03029,Alerts,21,2023-10-23,44.5,2023-10
USG_008776,CUST_00373,Analytics,12,2023-09-13,12.5,2023-09
USG_008777,CUST_08763,Export,9,2023-10-21,28.6,2023-10
USG_008778,CUST_07619,Reports,34,2023-02-24,4.1,2023-02
USG_008779,CUST_00405,Analytics,43,2024-03-22,5.9,2024-03
USG_008780,CUST_09147,Dashboard,6,2023-02-18,12.5,2023-02
USG_008781,CUST_04936,Analytics,12,2024-01-29,21.4,2024-01
USG_008782,CUST_01855,Dashboard,40,2023-07-12,5.8,2023-07
USG_008783,CUST_09580,Alerts,23,2023-04-26,20.2,2023-04
USG_008784,CUST_08211,Analytics,38,2023-08-19,25.8,2023-08
USG_008785,CUST_06231,Analytics,24,2024-05-16,56.3,2024-05
USG_008786,CUST_05983,Integrations,23,2023-05-12,8.9,2023-05
USG_008787,CUST_00544,Export,18,2023-12-01,51.6,2023-12
USG_008788,CUST_07691,Analytics,19,2023-07-19,11.2,2023-07
USG_008789,CUST_03546,Integrations,37,2023-07-06,23.6,2023-07
USG_008790,CUST_00898,Analytics,13,2024-04-09,9.3,2024-04
USG_008791,CUST_06823,API,43,2023-06-07,45.4,2023-06
USG_008792,CUST_05308,API,10,2023-10-08,3.6,2023-10
USG_008793,CUST_09007,Reports,38,2023-04-27,17.2,2023-04
USG_008794,CUST_09614,Dashboard,11,2023-10-25,22.5,2023-10
USG_008795,CUST_04327,Dashboard,19,2023-11-20,9.1,2023-11
USG_008796,CUST_05512,Analytics,21,2024-04-23,25.9,2024-04
USG_008797,CUST_07458,Export,10,2024-05-12,7.4,2024-05
USG_008798,CUST_02994,Dashboard,19,2024-03-28,5.1,2024-03
USG_008799,CUST_00050,Reports,23,2023-01-05,13.9,2023-01
USG_008800,CUST_08654,API,6,2023-05-22,14.3,2023-05
USG_008801,CUST_05898,Reports,8,2023-03-07,12.0,2023-03
USG_008802,CUST_01543,Analytics,24,2023-06-21,40.7,2023-06
USG_008803,CUST_06549,Dashboard,13,2024-05-12,29.7,2024-05
USG_008804,CUST_00154,Dashboard,19,2023-07-19,22.0,2023-07
USG_008805,CUST_01102,API,8,2023-12-20,33.7,2023-12
USG_008806,CUST_00856,Dashboard,8,2023-07-26,6.5,2023-07
USG_008807,CUST_07686,Reports,44,2024-04-09,37.2,2024-04
USG_008808,CUST_01497,Integrations,43,2023-09-15,16.8,2023-09
USG_008809,CUST_00455,Analytics,44,2023-05-07,18.0,2023-05
USG_008810,CUST_04838,Analytics,19,2024-03-09,11.3,2024-03
USG_008811,CUST_02700,Dashboard,30,2023-03-04,15.4,2023-03
USG_008812,CUST_04104,API,39,2023-11-12,29.1,2023-11
USG_008813,CUST_06889,Dashboard,12,2023-11-11,27.4,2023-11
USG_008814,CUST_05187,Export,39,2024-05-28,12.1,2024-05
USG_008815,CUST_01588,Reports,4,2024-01-24,8.8,2024-01
USG_008816,CUST_03058,Dashboard,17,2024-02-05,23.1,2024-02
USG_008817,CUST_01314,Analytics,13,2023-12-22,28.4,2023-12
USG_008818,CUST_06712,Analytics,34,2023-02-12,18.4,2023-02
USG_008819,CUST_07617,Alerts,15,2024-05-23,15.5,2024-05
USG_008820,CUST_04144,Integrations,12,2024-02-14,17.3,2024-02
USG_008821,CUST_02538,Export,15,2024-02-09,22.1,2024-02
USG_008822,CUST_04090,Reports,40,2023-04-08,40.9,2023-04
USG_008823,CUST_05106,Reports,24,2023-10-21,54.6,2023-10
USG_008824,CUST_08172,Analytics,18,2024-01-12,19.3,2024-01
USG_008825,CUST_09699,Analytics,9,2024-02-23,47.5,2024-02
USG_008826,CUST_02473,Reports,38,2023-06-09,7.6,2023-06
USG_008827,CUST_03113,Dashboard,17,2023-10-16,50.1,2023-10
USG_008828,CUST_08287,Analytics,36,2024-04-02,31.0,2024-04
USG_008829,CUST_08460,Analytics,37,2024-03-15,20.1,2024-03
USG_008830,CUST_06804,Export,25,2024-04-26,23.2,2024-04
USG_008831,CUST_01331,Reports,37,2024-01-02,28.5,2024-01
USG_008832,CUST_00378,Reports,23,2023-10-11,81.8,2023-10
USG_008833,CUST_07653,Analytics,13,2023-11-23,34.2,2023-11
USG_008834,CUST_05872,Reports,11,2024-05-11,28.2,2024-05
USG_008835,CUST_06505,Reports,20,2023-05-31,35.0,2023-05
USG_008836,CUST_03268,Integrations,38,2024-03-06,11.7,2024-03
