customer_id,churn_date,churn_reason,last_activity_date,days_since_last_activity
CUST_02242,2024-06-18,Price,2024-05-11,38
CUST_02243,2024-06-23,Business Closure,2024-04-24,60
CUST_02247,2024-06-04,Product Gap,2024-04-19,46
CUST_02251,2024-06-24,Product Gap,2024-05-23,32
CUST_02252,2024-06-24,Product Gap,2024-05-01,54
CUST_02258,2024-06-04,Competitor,2024-05-16,19
CUST_02261,2024-06-06,Product Gap,2024-05-18,19
CUST_02268,2024-06-02,Competitor,2024-05-16,17
CUST_02269,2024-06-14,Price,2024-05-03,42
CUST_02270,2024-06-11,Price,2024-05-02,40
CUST_02271,2024-06-28,Product Gap,2024-05-14,45
CUST_02272,2024-06-29,Product Gap,2024-05-19,41
CUST_02275,2024-06-14,Support Issues,2024-05-02,43
CUST_02277,2024-06-28,Price,2024-05-26,33
CUST_02282,2024-06-11,Product Gap,2024-05-08,34
CUST_02287,2024-07-01,Competitor,2024-05-03,59
CUST_02289,2024-06-30,Competitor,2024-06-15,15
CUST_02293,2024-06-30,Price,2024-06-13,17
CUST_02294,2024-06-15,Product Gap,2024-05-27,19
CUST_02296,2024-06-19,Product Gap,2024-04-30,50
CUST_02309,2024-06-23,Competitor,2024-06-14,9
CUST_02310,2024-06-29,Price,2024-06-07,22
CUST_02312,2024-06-06,Price,2024-04-21,46
CUST_02316,2024-06-18,Product Gap,2024-05-23,26
CUST_02318,2024-06-02,Support Issues,2024-04-25,38
CUST_02327,2024-06-03,Product Gap,2024-05-02,32
CUST_02328,2024-06-20,Support Issues,2024-05-05,46
CUST_02333,2024-06-11,Price,2024-05-11,31
CUST_02335,2024-06-04,Competitor,2024-05-04,31
CUST_02336,2024-06-04,Price,2024-05-19,16
CUST_02343,2024-06-16,Competitor,2024-05-22,25
CUST_02345,2024-06-08,Business Closure,2024-05-27,12
CUST_02349,2024-06-28,Product Gap,2024-06-19,9
CUST_02354,2024-06-27,Product Gap,2024-05-02,56
CUST_02359,2024-06-16,Price,2024-05-14,33
CUST_02360,2024-06-13,Support Issues,2024-05-20,24
CUST_02365,2024-06-24,Competitor,2024-05-04,51
CUST_02366,2024-06-18,Product Gap,2024-05-05,44
CUST_02381,2024-06-29,Product Gap,2024-06-16,13
CUST_02383,2024-06-24,Competitor,2024-06-03,21
CUST_02388,2024-06-11,Competitor,2024-05-04,38
CUST_02403,2024-06-18,Competitor,2024-05-30,19
CUST_02417,2024-06-16,Business Closure,2024-05-12,35
CUST_02420,2024-06-26,Price,2024-06-09,17
CUST_02421,2024-06-14,Competitor,2024-04-20,55
CUST_02429,2024-06-29,Business Closure,2024-05-10,50
CUST_02430,2024-06-04,Business Closure,2024-05-06,29
CUST_02431,2024-06-10,Support Issues,2024-05-01,40
CUST_02432,2024-06-14,Competitor,2024-05-18,27
CUST_02437,2024-06-14,Product Gap,2024-05-11,34
CUST_02444,2024-06-25,Business Closure,2024-05-14,42
CUST_02446,2024-06-17,Price,2024-05-06,42
CUST_02450,2024-06-10,Price,2024-05-13,28
CUST_02453,2024-06-05,Competitor,2024-05-01,35
CUST_02456,2024-06-30,Product Gap,2024-06-23,7
CUST_02457,2024-06-22,Product Gap,2024-04-24,59
CUST_02458,2024-06-10,Business Closure,2024-05-31,10
CUST_02460,2024-06-03,Price,2024-04-11,53
CUST_02463,2024-06-17,Competitor,2024-05-25,23
CUST_02467,2024-06-28,Price,2024-05-12,47
CUST_02469,2024-06-10,Support Issues,2024-05-13,28
CUST_02473,2024-07-01,Price,2024-05-21,41
CUST_02478,2024-06-03,Business Closure,2024-04-10,54
CUST_02479,2024-06-06,Support Issues,2024-05-03,34
CUST_02486,2024-06-20,Price,2024-05-19,32
CUST_02508,2024-06-09,Product Gap,2024-05-27,13
CUST_02521,2024-06-29,Competitor,2024-06-04,25
CUST_02531,2024-07-01,Product Gap,2024-06-23,8
CUST_02532,2024-06-29,Product Gap,2024-05-03,57
CUST_02534,2024-07-01,Competitor,2024-06-24,7
CUST_02537,2024-06-08,Product Gap,2024-05-28,11
CUST_02538,2024-06-02,Competitor,2024-05-17,16
CUST_02550,2024-06-19,Price,2024-05-16,34
CUST_02559,2024-06-07,Product Gap,2024-05-16,22
CUST_02560,2024-06-24,Price,2024-05-08,47
CUST_02561,2024-06-22,Product Gap,2024-04-24,59
CUST_02563,2024-06-18,Price,2024-05-14,35
CUST_02567,2024-06-04,Support Issues,2024-04-16,49
CUST_02572,2024-06-20,Competitor,2024-06-08,12
CUST_02573,2024-06-14,Price,2024-04-20,55
CUST_02574,2024-06-15,Competitor,2024-05-30,16
CUST_02581,2024-06-10,Support Issues,2024-04-30,41
CUST_02583,2024-06-19,Price,2024-04-26,54
CUST_02585,2024-06-10,Price,2024-05-05,36
CUST_02586,2024-06-14,Competitor,2024-06-02,12
CUST_02598,2024-06-16,Support Issues,2024-04-17,60
CUST_02612,2024-06-30,Competitor,2024-06-21,9
CUST_02614,2024-06-10,Business Closure,2024-04-23,48
CUST_02616,2024-06-18,Support Issues,2024-04-30,49
CUST_02621,2024-06-17,Product Gap,2024-05-14,34
CUST_02627,2024-06-26,Product Gap,2024-04-28,59
CUST_02630,2024-06-22,Support Issues,2024-06-15,7
CUST_02636,2024-06-11,Product Gap,2024-05-13,29
CUST_02638,2024-06-10,Price,2024-05-09,32
CUST_02644,2024-06-22,Competitor,2024-05-31,22
CUST_02646,2024-06-05,Price,2024-05-01,35
CUST_02655,2024-06-23,Competitor,2024-04-30,54
CUST_02670,2024-06-06,Competitor,2024-04-19,48
CUST_02675,2024-06-27,Product Gap,2024-05-20,38
CUST_02677,2024-06-07,Support Issues,2024-05-01,37
CUST_02678,2024-06-07,Competitor,2024-05-30,8
CUST_02681,2024-06-05,Price,2024-05-05,31
CUST_02685,2024-06-22,Business Closure,2024-04-26,57
CUST_02686,2024-06-02,Business Closure,2024-04-16,47
CUST_02690,2024-06-18,Competitor,2024-04-22,57
CUST_02691,2024-06-10,Price,2024-05-10,31
CUST_02692,2024-06-20,Product Gap,2024-04-22,59
CUST_02695,2024-06-12,Product Gap,2024-05-03,40
CUST_02696,2024-06-18,Support Issues,2024-05-11,38
CUST_02705,2024-06-09,Competitor,2024-05-11,29
CUST_02708,2024-06-12,Support Issues,2024-04-29,44
CUST_02712,2024-06-19,Support Issues,2024-06-01,18
CUST_02726,2024-06-26,Competitor,2024-05-23,34
CUST_02727,2024-06-26,Product Gap,2024-05-23,34
CUST_02732,2024-06-19,Support Issues,2024-05-25,25
CUST_02734,2024-06-13,Product Gap,2024-05-15,29
CUST_02737,2024-06-05,Price,2024-04-24,42
CUST_02740,2024-06-30,Price,2024-05-07,54
CUST_02742,2024-06-13,Support Issues,2024-05-08,36
CUST_02743,2024-06-20,Competitor,2024-04-27,54
CUST_02744,2024-06-10,Competitor,2024-05-09,32
CUST_02753,2024-06-16,Price,2024-05-26,21
CUST_02756,2024-06-28,Product Gap,2024-05-10,49
CUST_02757,2024-06-19,Competitor,2024-05-13,37
CUST_02758,2024-06-20,Product Gap,2024-05-22,29
CUST_02761,2024-06-03,Price,2024-05-23,11
CUST_02762,2024-06-19,Price,2024-05-28,22
CUST_02767,2024-06-12,Price,2024-05-10,33
CUST_02770,2024-06-16,Competitor,2024-04-28,49
CUST_02773,2024-06-15,Price,2024-06-02,13
CUST_02774,2024-06-23,Support Issues,2024-06-16,7
CUST_02783,2024-06-29,Business Closure,2024-05-13,47
CUST_02788,2024-06-06,Product Gap,2024-04-20,47
CUST_02795,2024-06-12,Price,2024-04-14,59
CUST_02798,2024-06-18,Business Closure,2024-04-30,49
CUST_02800,2024-06-09,Price,2024-05-07,33
CUST_02803,2024-06-18,Product Gap,2024-05-15,34
CUST_02804,2024-06-21,Support Issues,2024-06-04,17
CUST_02807,2024-06-09,Business Closure,2024-05-10,30
CUST_02808,2024-06-16,Price,2024-06-04,12
CUST_02811,2024-06-19,Competitor,2024-06-05,14
CUST_02814,2024-06-11,Price,2024-04-13,59
CUST_02820,2024-06-15,Competitor,2024-04-26,50
CUST_02830,2024-06-02,Price,2024-04-26,37
CUST_02836,2024-06-12,Competitor,2024-04-26,47
CUST_02838,2024-06-04,Price,2024-05-14,21
CUST_02839,2024-06-26,Competitor,2024-06-12,14
CUST_02849,2024-06-16,Product Gap,2024-05-16,31
CUST_02850,2024-06-28,Product Gap,2024-06-16,12
CUST_02851,2024-06-11,Price,2024-05-30,12
CUST_02854,2024-06-09,Product Gap,2024-05-16,24
CUST_02860,2024-06-08,Business Closure,2024-05-27,12
CUST_02861,2024-06-20,Business Closure,2024-06-01,19
CUST_02875,2024-06-30,Competitor,2024-05-03,58
CUST_02877,2024-06-12,Competitor,2024-05-07,36
CUST_02881,2024-06-26,Price,2024-06-17,9
CUST_02885,2024-06-20,Competitor,2024-05-19,32
CUST_02886,2024-06-15,Competitor,2024-05-19,27
CUST_02890,2024-06-23,Price,2024-05-12,42
CUST_02894,2024-06-26,Business Closure,2024-06-15,11
CUST_02895,2024-06-30,Product Gap,2024-05-05,56
CUST_02899,2024-06-18,Competitor,2024-04-23,56
CUST_02904,2024-06-06,Price,2024-05-02,35
CUST_02908,2024-06-27,Support Issues,2024-06-05,22
CUST_02911,2024-06-09,Competitor,2024-04-25,45
CUST_02916,2024-06-14,Product Gap,2024-06-07,7
CUST_02921,2024-06-17,Product Gap,2024-04-23,55
CUST_02925,2024-06-19,Price,2024-04-22,58
CUST_02926,2024-06-21,Price,2024-05-01,51
CUST_02927,2024-06-02,Support Issues,2024-05-09,24
CUST_02934,2024-06-07,Competitor,2024-04-12,56
CUST_02937,2024-06-29,Support Issues,2024-05-02,58
CUST_02939,2024-06-06,Support Issues,2024-04-10,57
CUST_02941,2024-06-04,Support Issues,2024-04-18,47
CUST_02953,2024-06-24,Price,2024-06-07,17
CUST_02959,2024-06-22,Competitor,2024-05-26,27
CUST_02966,2024-06-30,Business Closure,2024-05-16,45
CUST_02967,2024-06-07,Business Closure,2024-04-17,51
CUST_02975,2024-06-17,Competitor,2024-04-26,52
CUST_02976,2024-06-06,Support Issues,2024-05-02,35
CUST_02980,2024-06-03,Product Gap,2024-04-21,43
CUST_02991,2024-06-07,Competitor,2024-05-04,34
CUST_02994,2024-06-12,Price,2024-05-03,40
CUST_02997,2024-06-06,Price,2024-04-21,46
CUST_02999,2024-06-09,Competitor,2024-05-28,12
CUST_03001,2024-06-03,Support Issues,2024-05-01,33
CUST_03003,2024-07-01,Price,2024-05-16,46
CUST_03006,2024-06-28,Business Closure,2024-05-02,57
CUST_03018,2024-06-14,Product Gap,2024-06-06,8
CUST_03020,2024-06-03,Product Gap,2024-04-04,60
CUST_03021,2024-06-05,Price,2024-04-17,49
CUST_03022,2024-06-17,Price,2024-05-14,34
CUST_03026,2024-06-23,Product Gap,2024-05-02,52
CUST_03027,2024-06-12,Support Issues,2024-06-05,7
CUST_03032,2024-06-30,Product Gap,2024-05-25,36
CUST_03046,2024-06-26,Price,2024-05-24,33
CUST_03057,2024-06-09,Price,2024-04-18,52
CUST_03061,2024-06-11,Product Gap,2024-05-07,35
CUST_03069,2024-06-07,Product Gap,2024-05-19,19
CUST_03074,2024-06-22,Support Issues,2024-05-06,47
CUST_03076,2024-06-03,Business Closure,2024-05-20,14
CUST_03077,2024-06-10,Price,2024-06-03,7
CUST_03079,2024-07-01,Competitor,2024-06-14,17
CUST_03087,2024-06-10,Competitor,2024-04-29,42
CUST_03088,2024-06-13,Price,2024-05-16,28
CUST_03091,2024-06-13,Support Issues,2024-05-31,13
CUST_03103,2024-06-20,Competitor,2024-06-06,14
CUST_03105,2024-06-02,Support Issues,2024-04-23,40
CUST_03115,2024-06-16,Competitor,2024-05-15,32
CUST_03129,2024-06-26,Competitor,2024-06-12,14
CUST_03134,2024-06-13,Competitor,2024-05-09,35
CUST_03135,2024-06-11,Business Closure,2024-06-02,9
CUST_03137,2024-06-19,Price,2024-05-07,43
CUST_03139,2024-06-14,Price,2024-04-29,46
CUST_03142,2024-06-18,Business Closure,2024-05-20,29
CUST_03149,2024-06-20,Support Issues,2024-05-12,39
CUST_03152,2024-06-23,Price,2024-05-04,50
CUST_03160,2024-06-20,Product Gap,2024-05-04,47
CUST_03162,2024-06-06,Support Issues,2024-05-24,13
CUST_03164,2024-06-15,Competitor,2024-04-25,51
CUST_03171,2024-06-21,Competitor,2024-05-11,41
CUST_03192,2024-06-22,Price,2024-05-22,31
CUST_03195,2024-06-17,Support Issues,2024-05-12,36
CUST_03207,2024-06-18,Product Gap,2024-05-25,24
CUST_03214,2024-06-14,Price,2024-06-01,13
CUST_03230,2024-06-17,Price,2024-05-21,27
CUST_03231,2024-06-15,Product Gap,2024-05-05,41
CUST_03233,2024-06-27,Price,2024-06-17,10
CUST_03235,2024-06-11,Price,2024-04-24,48
CUST_03237,2024-06-22,Price,2024-05-30,23
CUST_03239,2024-06-05,Product Gap,2024-04-13,53
CUST_03241,2024-07-01,Product Gap,2024-05-20,42
CUST_03247,2024-06-04,Competitor,2024-04-12,53
CUST_03248,2024-06-07,Business Closure,2024-04-30,38
CUST_03249,2024-06-03,Price,2024-04-14,50
CUST_03252,2024-06-21,Product Gap,2024-06-03,18
CUST_03254,2024-06-19,Price,2024-05-03,47
CUST_03257,2024-06-19,Competitor,2024-05-11,39
CUST_03258,2024-06-29,Price,2024-05-08,52
CUST_03262,2024-06-12,Price,2024-04-15,58
CUST_03263,2024-06-03,Business Closure,2024-05-19,15
CUST_03269,2024-06-10,Product Gap,2024-05-05,36
CUST_03270,2024-06-09,Support Issues,2024-05-21,19
CUST_03272,2024-06-02,Support Issues,2024-04-16,47
CUST_03273,2024-06-09,Competitor,2024-04-29,41
CUST_03277,2024-06-18,Price,2024-05-11,38
CUST_03288,2024-06-07,Price,2024-05-12,26
CUST_03291,2024-06-03,Price,2024-04-04,60
CUST_03297,2024-06-02,Price,2024-05-25,8
CUST_03305,2024-06-25,Competitor,2024-06-10,15
CUST_03308,2024-06-09,Business Closure,2024-04-16,54
CUST_03309,2024-06-30,Competitor,2024-06-17,13
CUST_03312,2024-06-15,Support Issues,2024-04-25,51
CUST_03316,2024-06-27,Support Issues,2024-05-22,36
CUST_03321,2024-06-08,Support Issues,2024-04-24,45
CUST_03323,2024-06-19,Support Issues,2024-05-19,31
CUST_03324,2024-06-25,Competitor,2024-06-18,7
CUST_03327,2024-06-08,Price,2024-05-30,9
CUST_03328,2024-06-19,Business Closure,2024-04-22,58
CUST_03339,2024-06-21,Price,2024-05-15,37
CUST_03345,2024-06-05,Business Closure,2024-05-09,27
CUST_03350,2024-06-09,Support Issues,2024-04-15,55
CUST_03352,2024-06-30,Product Gap,2024-05-18,43
CUST_03353,2024-06-10,Price,2024-05-05,36
CUST_03355,2024-06-10,Competitor,2024-06-03,7
CUST_03356,2024-06-26,Price,2024-05-05,52
CUST_03359,2024-06-27,Product Gap,2024-05-09,49
CUST_03365,2024-06-11,Support Issues,2024-05-28,14
CUST_03376,2024-06-26,Price,2024-05-06,51
CUST_03381,2024-06-26,Business Closure,2024-06-11,15
CUST_03382,2024-06-25,Business Closure,2024-06-02,23
CUST_03390,2024-06-09,Competitor,2024-04-22,48
CUST_03393,2024-06-02,Competitor,2024-04-09,54
CUST_03394,2024-06-02,Product Gap,2024-04-26,37
CUST_03395,2024-06-21,Support Issues,2024-05-29,23
CUST_03398,2024-06-26,Price,2024-05-23,34
CUST_03400,2024-06-20,Price,2024-04-21,60
CUST_03404,2024-06-27,Competitor,2024-06-18,9
CUST_03405,2024-06-19,Competitor,2024-05-31,19
CUST_03406,2024-06-24,Competitor,2024-06-04,20
CUST_03411,2024-06-19,Price,2024-05-11,39
CUST_03412,2024-06-15,Support Issues,2024-06-07,8
CUST_03413,2024-06-22,Competitor,2024-06-06,16
CUST_03414,2024-06-17,Price,2024-05-31,17
CUST_03421,2024-06-06,Product Gap,2024-05-19,18
CUST_03427,2024-06-26,Support Issues,2024-06-19,7
CUST_03429,2024-06-05,Product Gap,2024-05-26,10
CUST_03430,2024-06-05,Product Gap,2024-05-12,24
CUST_03433,2024-06-28,Product Gap,2024-06-11,17
CUST_03442,2024-06-09,Price,2024-04-18,52
CUST_03443,2024-06-27,Price,2024-06-02,25
CUST_03444,2024-06-07,Competitor,2024-05-22,16
CUST_03446,2024-06-10,Competitor,2024-04-16,55
CUST_03447,2024-06-17,Competitor,2024-05-28,20
CUST_03459,2024-06-20,Price,2024-05-22,29
CUST_03466,2024-06-23,Product Gap,2024-06-07,16
CUST_03474,2024-07-01,Price,2024-06-19,12
CUST_03475,2024-06-14,Product Gap,2024-05-11,34
CUST_03476,2024-06-02,Product Gap,2024-04-20,43
CUST_03483,2024-06-03,Support Issues,2024-04-30,34
CUST_03485,2024-06-12,Competitor,2024-05-02,41
CUST_03486,2024-06-02,Business Closure,2024-04-16,47
CUST_03487,2024-06-23,Price,2024-06-02,21
CUST_03488,2024-06-21,Price,2024-04-25,57
CUST_03492,2024-06-21,Product Gap,2024-05-04,48
CUST_03494,2024-06-13,Competitor,2024-04-30,44
CUST_03500,2024-06-18,Business Closure,2024-05-12,37
CUST_03501,2024-06-22,Support Issues,2024-05-02,51
CUST_03505,2024-06-08,Competitor,2024-04-12,57
CUST_03515,2024-06-14,Product Gap,2024-05-23,22
CUST_03517,2024-06-05,Support Issues,2024-05-03,33
CUST_03521,2024-06-03,Competitor,2024-04-22,42
CUST_03524,2024-06-04,Competitor,2024-05-19,16
CUST_03529,2024-06-21,Product Gap,2024-05-11,41
CUST_03531,2024-06-11,Price,2024-05-20,22
CUST_03542,2024-06-23,Product Gap,2024-05-09,45
CUST_03557,2024-06-08,Price,2024-04-13,56
CUST_03559,2024-06-18,Support Issues,2024-06-03,15
CUST_03564,2024-06-28,Support Issues,2024-05-29,30
CUST_03569,2024-06-26,Support Issues,2024-06-08,18
CUST_03571,2024-06-26,Price,2024-04-30,57
CUST_03575,2024-06-21,Support Issues,2024-04-28,54
CUST_03576,2024-06-20,Business Closure,2024-05-08,43
CUST_03580,2024-06-27,Support Issues,2024-06-05,22
CUST_03581,2024-06-24,Business Closure,2024-06-09,15
CUST_03585,2024-06-03,Competitor,2024-05-14,20
CUST_03591,2024-06-07,Price,2024-04-14,54
CUST_03602,2024-06-17,Price,2024-06-07,10
CUST_03605,2024-06-10,Price,2024-04-14,57
CUST_03606,2024-06-15,Competitor,2024-05-02,44
CUST_03617,2024-06-22,Price,2024-05-25,28
CUST_03618,2024-06-03,Product Gap,2024-04-26,38
CUST_03625,2024-06-10,Product Gap,2024-04-20,51
CUST_03626,2024-06-15,Price,2024-05-30,16
CUST_03629,2024-06-22,Product Gap,2024-06-02,20
CUST_03646,2024-06-22,Competitor,2024-06-14,8
CUST_03651,2024-06-17,Price,2024-04-25,53
CUST_03652,2024-06-27,Price,2024-06-03,24
CUST_03658,2024-06-02,Competitor,2024-04-25,38
CUST_03659,2024-06-09,Competitor,2024-04-27,43
CUST_03660,2024-06-16,Competitor,2024-05-09,38
CUST_03661,2024-06-05,Competitor,2024-04-20,46
CUST_03664,2024-06-06,Price,2024-04-13,54
CUST_03666,2024-06-12,Price,2024-04-13,60
CUST_03676,2024-06-07,Support Issues,2024-05-21,17
CUST_03680,2024-06-16,Product Gap,2024-05-28,19
CUST_03684,2024-06-19,Competitor,2024-04-22,58
CUST_03685,2024-06-18,Product Gap,2024-05-04,45
CUST_03686,2024-06-09,Price,2024-04-17,53
CUST_03689,2024-06-16,Competitor,2024-05-11,36
CUST_03697,2024-06-02,Support Issues,2024-04-14,49
CUST_03698,2024-07-01,Support Issues,2024-06-07,24
CUST_03702,2024-06-23,Product Gap,2024-06-16,7
CUST_03706,2024-06-09,Business Closure,2024-05-17,23
CUST_03708,2024-06-05,Competitor,2024-04-07,59
CUST_03712,2024-06-30,Competitor,2024-06-18,12
CUST_03715,2024-06-16,Price,2024-06-01,15
CUST_03718,2024-06-07,Support Issues,2024-04-21,47
CUST_03722,2024-06-28,Business Closure,2024-04-30,59
CUST_03723,2024-06-10,Competitor,2024-04-30,41
CUST_03725,2024-06-21,Product Gap,2024-06-07,14
CUST_03736,2024-06-14,Product Gap,2024-05-05,40
CUST_03740,2024-06-12,Price,2024-05-21,22
CUST_03741,2024-06-28,Competitor,2024-05-27,32
CUST_03742,2024-06-11,Price,2024-06-02,9
CUST_03745,2024-06-06,Competitor,2024-04-10,57
CUST_03747,2024-06-13,Competitor,2024-04-21,53
CUST_03754,2024-06-25,Product Gap,2024-05-08,48
CUST_03764,2024-06-04,Price,2024-05-01,34
CUST_03766,2024-06-15,Support Issues,2024-04-25,51
CUST_03771,2024-06-29,Price,2024-06-05,24
CUST_03773,2024-06-10,Support Issues,2024-06-02,8
CUST_03777,2024-06-04,Competitor,2024-05-13,22
CUST_03783,2024-06-08,Price,2024-05-07,32
CUST_03784,2024-06-16,Competitor,2024-04-20,57
CUST_03785,2024-06-07,Product Gap,2024-05-07,31
CUST_03787,2024-06-14,Product Gap,2024-05-02,43
CUST_03790,2024-06-14,Business Closure,2024-04-19,56
CUST_03794,2024-06-07,Business Closure,2024-05-28,10
CUST_03798,2024-06-12,Price,2024-06-04,8
CUST_03801,2024-06-26,Price,2024-05-28,29
CUST_03803,2024-06-08,Price,2024-05-08,31
CUST_03804,2024-07-01,Support Issues,2024-05-25,37
CUST_03812,2024-06-20,Competitor,2024-04-29,52
CUST_03816,2024-06-21,Price,2024-05-07,45
CUST_03817,2024-06-12,Price,2024-05-25,18
CUST_03824,2024-06-20,Competitor,2024-05-20,31
CUST_03830,2024-06-18,Support Issues,2024-04-24,55
CUST_03838,2024-06-22,Support Issues,2024-04-24,59
CUST_03839,2024-06-13,Price,2024-04-19,55
CUST_03840,2024-07-01,Product Gap,2024-05-18,44
CUST_03841,2024-06-26,Product Gap,2024-05-26,31
CUST_03858,2024-06-16,Price,2024-04-29,48
CUST_03859,2024-06-27,Business Closure,2024-06-11,16
CUST_03860,2024-06-07,Competitor,2024-05-31,7
CUST_03862,2024-06-30,Competitor,2024-05-29,32
CUST_03863,2024-06-02,Competitor,2024-04-19,44
CUST_03864,2024-07-01,Price,2024-05-16,46
CUST_03865,2024-06-17,Business Closure,2024-05-23,25
CUST_03871,2024-06-02,Business Closure,2024-04-22,41
CUST_03876,2024-07-01,Competitor,2024-05-26,36
CUST_03879,2024-06-17,Business Closure,2024-05-26,22
CUST_03882,2024-06-05,Product Gap,2024-04-30,36
CUST_03883,2024-06-27,Support Issues,2024-04-28,60
CUST_03885,2024-06-08,Price,2024-04-19,50
CUST_03888,2024-06-02,Price,2024-05-04,29
CUST_03889,2024-06-25,Price,2024-05-01,55
CUST_03890,2024-06-10,Support Issues,2024-05-20,21
CUST_03892,2024-06-11,Price,2024-05-29,13
CUST_03893,2024-06-02,Competitor,2024-04-08,55
CUST_03897,2024-06-12,Business Closure,2024-04-25,48
CUST_03900,2024-06-08,Price,2024-06-01,7
CUST_03901,2024-06-22,Product Gap,2024-05-08,45
CUST_03909,2024-06-28,Product Gap,2024-06-09,19
CUST_03913,2024-06-17,Competitor,2024-05-07,41
CUST_03922,2024-06-02,Product Gap,2024-05-21,12
CUST_03924,2024-06-15,Business Closure,2024-05-28,18
CUST_03926,2024-06-25,Price,2024-05-12,44
CUST_03928,2024-06-09,Price,2024-05-03,37
CUST_03931,2024-06-30,Product Gap,2024-06-11,19
CUST_03939,2024-06-06,Competitor,2024-04-29,38
CUST_03943,2024-06-17,Support Issues,2024-04-25,53
CUST_03951,2024-06-14,Business Closure,2024-05-25,20
CUST_03954,2024-06-08,Product Gap,2024-05-19,20
CUST_03958,2024-06-29,Support Issues,2024-05-25,35
CUST_03961,2024-06-19,Business Closure,2024-05-15,35
CUST_03963,2024-06-03,Product Gap,2024-04-09,55
CUST_03965,2024-06-19,Competitor,2024-04-29,51
CUST_03966,2024-06-04,Price,2024-05-24,11
CUST_03967,2024-06-04,Support Issues,2024-04-22,43
CUST_03971,2024-06-11,Product Gap,2024-04-14,58
CUST_03973,2024-06-05,Price,2024-04-10,56
CUST_03974,2024-06-12,Product Gap,2024-05-27,16
CUST_03976,2024-06-11,Product Gap,2024-05-10,32
CUST_03977,2024-06-11,Product Gap,2024-05-02,40
CUST_03979,2024-06-29,Price,2024-05-10,50
CUST_03993,2024-06-10,Price,2024-04-26,45
CUST_03999,2024-06-05,Competitor,2024-05-02,34
CUST_04002,2024-06-09,Product Gap,2024-05-26,14
CUST_04006,2024-06-25,Product Gap,2024-05-04,52
CUST_04011,2024-06-19,Price,2024-05-13,37
CUST_04013,2024-06-18,Price,2024-04-20,59
CUST_04014,2024-06-12,Support Issues,2024-05-04,39
CUST_04025,2024-06-20,Price,2024-05-11,40
CUST_04026,2024-06-11,Support Issues,2024-05-02,40
CUST_04027,2024-07-01,Price,2024-05-17,45
CUST_04029,2024-06-13,Product Gap,2024-05-22,22
CUST_04031,2024-06-05,Competitor,2024-05-21,15
CUST_04036,2024-06-17,Product Gap,2024-06-07,10
CUST_04040,2024-06-13,Competitor,2024-05-05,39
CUST_04041,2024-06-23,Product Gap,2024-05-18,36
CUST_04044,2024-06-11,Product Gap,2024-05-22,20
CUST_04050,2024-06-18,Price,2024-05-15,34
CUST_04053,2024-06-18,Price,2024-06-01,17
CUST_04061,2024-06-16,Price,2024-06-07,9
CUST_04065,2024-06-05,Business Closure,2024-05-04,32
CUST_04070,2024-06-13,Competitor,2024-04-16,58
CUST_04071,2024-06-20,Competitor,2024-05-15,36
CUST_04077,2024-06-20,Competitor,2024-04-23,58
CUST_04078,2024-06-11,Price,2024-05-22,20
CUST_04081,2024-06-25,Competitor,2024-04-28,58
CUST_04085,2024-06-18,Product Gap,2024-05-20,29
CUST_04090,2024-06-04,Support Issues,2024-04-13,52
CUST_04095,2024-06-12,Support Issues,2024-05-27,16
CUST_04101,2024-06-18,Price,2024-05-07,42
CUST_04108,2024-06-04,Support Issues,2024-04-18,47
CUST_04115,2024-06-29,Price,2024-05-11,49
CUST_04119,2024-06-28,Price,2024-05-12,47
CUST_04121,2024-06-28,Product Gap,2024-06-19,9
CUST_04124,2024-06-04,Competitor,2024-05-20,15
CUST_04127,2024-06-24,Competitor,2024-04-26,59
CUST_04133,2024-06-04,Competitor,2024-04-05,60
CUST_04136,2024-06-06,Support Issues,2024-04-10,57
CUST_04137,2024-06-13,Support Issues,2024-04-27,47
CUST_04142,2024-06-18,Business Closure,2024-05-09,40
CUST_04145,2024-06-12,Competitor,2024-05-08,35
CUST_04146,2024-06-27,Competitor,2024-05-18,40
CUST_04150,2024-06-28,Competitor,2024-05-09,50
CUST_04153,2024-06-23,Product Gap,2024-05-05,49
CUST_04159,2024-06-28,Product Gap,2024-05-26,33
CUST_04160,2024-06-14,Competitor,2024-04-28,47
CUST_04164,2024-06-08,Price,2024-05-07,32
CUST_04165,2024-06-05,Product Gap,2024-04-28,38
CUST_04171,2024-06-28,Product Gap,2024-06-17,11
CUST_04176,2024-06-02,Competitor,2024-05-01,32
CUST_04178,2024-07-01,Product Gap,2024-05-28,34
CUST_04185,2024-06-25,Competitor,2024-05-31,25
CUST_04187,2024-06-04,Price,2024-05-22,13
CUST_04190,2024-06-07,Support Issues,2024-05-28,10
CUST_04191,2024-06-21,Competitor,2024-04-22,60
CUST_04196,2024-06-11,Product Gap,2024-04-13,59
CUST_04197,2024-06-13,Product Gap,2024-05-23,21
CUST_04199,2024-06-22,Price,2024-06-01,21
CUST_04208,2024-06-14,Business Closure,2024-04-23,52
CUST_04209,2024-06-25,Price,2024-04-28,58
CUST_04212,2024-06-15,Support Issues,2024-05-03,43
CUST_04221,2024-06-18,Competitor,2024-05-31,18
CUST_04223,2024-06-20,Support Issues,2024-05-13,38
CUST_04235,2024-06-30,Product Gap,2024-05-25,36
CUST_04242,2024-06-25,Competitor,2024-04-26,60
